time,C1M1Ctime,C2M1Ctime
1565888162.933,0.534512,0.535269
1565888190.533,0.5344,0.53522
1565888216.933,0.534439,0.535253
1565888243.333,0.534374,0.535219
1565888270.933,0.534364,0.535259
1565888297.333,0.534366,0.535234
1565888323.733,0.534466,0.535278
1565888351.333,0.534154,0.535282
1565888377.733,0.534639,0.535387
1565888404.1330001,0.534213,0.535143
1565888431.733,0.534268,0.53524
1565888458.1330001,0.534504,0.535292
1565888484.533,0.534008,0.53521
1565888510.933,0.534432,0.535293
1565888538.533,0.534427,0.535226
1565888564.933,0.534302,0.535288
1565888591.333,0.534529,0.535294
1565888618.933,0.534567,0.535243
1565888645.333,0.534406,0.535206
1565888671.733,0.534354,0.535237
1565888699.333,0.534462,0.535254
1565888725.733,0.53427,0.535282
1565888752.1330001,0.534452,0.535294
1565888779.733,0.534451,0.535296
1565888806.1330001,0.534444,0.535276
1565888832.533,0.534617,0.535317
1565888860.1330001,0.534498,0.535333
1565888886.533,0.534299,0.535159
1565888912.933,0.534671,0.535339
1565888939.333,0.534463,0.535262
1565888966.933,0.534422,0.535248
1565888993.333,0.534395,0.535179
1565889019.733,0.534337,0.535243
1565889047.333,0.534494,0.535185
1565889073.733,0.534482,0.535201
1565889100.1330001,0.534497,0.535309
1565889127.733,0.534434,0.535279
1565889154.1330001,0.534486,0.535229
1565889180.533,0.534412,0.535236
1565889208.1330001,0.534477,0.535271
1565889234.533,0.534399,0.535304
1565889260.933,0.534089,0.535202
1565889287.333,0.534471,0.535338
1565889314.933,0.534592,0.535284
1565889341.333,0.534503,0.53534
1565889367.733,0.5345,0.535263
1565889395.333,0.534444,0.535311
1565889421.733,0.534413,0.535255
1565889448.1330001,0.534424,0.535285
1565889475.733,0.53404,0.535241
1565889502.1330001,0.534224,0.535242
1565889528.533,0.534404,0.535256
1565889556.1330001,0.53409,0.535276
1565889582.533,0.53433,0.535269
1565889608.933,0.534266,0.535276
1565889635.333,0.534462,0.535254
1565889662.933,0.534376,0.535267
1565889689.333,0.534487,0.535274
1565889715.733,0.53429,0.535096
1565889743.333,0.53454,0.535278
1565889769.733,0.534405,0.535252
1565889796.1330001,0.534038,0.535268
1565889823.733,0.534588,0.535326
1565889850.1330001,0.534472,0.535238
1565889876.533,0.534258,0.535155
1565889904.1330001,0.534507,0.535266
1565889930.533,0.534448,0.535242
1565889956.933,0.534306,0.535234
1565889984.533,0.53443,0.535269
1565890010.933,0.534525,0.535284
1565890037.333,0.534286,0.535199
1565890063.733,0.534404,0.535263
1565890091.333,0.534509,0.535274
1565890117.733,0.534322,0.535253
1565890144.1330001,0.534319,0.535122
1565890171.733,0.534504,0.535238
1565890198.1330001,0.534243,0.535122
1565890224.533,0.534588,0.535316
1565890252.1330001,0.534444,0.535211
1565890278.533,0.534269,0.535169
1565890304.933,0.534457,0.535193
1565890332.533,0.534254,0.535256
1565890358.933,0.534305,0.535142
1565890385.333,0.534464,0.535222
1565890411.733,0.534525,0.535299
1565890439.333,0.5344,0.535301
1565890465.733,0.534484,0.535198
1565890492.1330001,0.534447,0.535279
1565890519.733,0.534611,0.535305
1565890546.1330001,0.534588,0.535256
1565890572.533,0.534367,0.535223
1565890600.1330001,0.53429,0.535228
1565890626.533,0.534333,0.535204
1565890652.933,0.534537,0.535294
1565890680.533,0.534388,0.535278
1565890706.933,0.534566,0.535271
1565890733.333,0.534364,0.53528
1565890760.933,0.534425,0.535259
1565890787.333,0.53436,0.535285
1565890813.733,0.534398,0.535211
1565890840.1330001,0.534353,0.535262
1565890867.733,0.534516,0.535267
1565890894.1330001,0.53445,0.535241
1565890920.533,0.534336,0.535181
1565890948.1330001,0.534192,0.535177
1565890974.533,0.534439,0.535175
1565891000.933,0.534366,0.535356
1565891028.533,0.534406,0.535263
1565891054.933,0.534409,0.535255
1565891081.333,0.534388,0.535189
1565891108.933,0.534579,0.535297
1565891135.333,0.534492,0.535204
1565891161.733,0.534482,0.535292
1565891188.1330001,0.53448,0.535199
1565891215.733,0.534471,0.53531
1565891242.1330001,0.534413,0.535285
1565891268.533,0.534443,0.535247
1565891296.1330001,0.534194,0.535122
1565891322.533,0.534443,0.535235
1565891348.933,0.534353,0.53527
1565891376.533,0.534307,0.535244
1565891402.933,0.534479,0.53533
1565891429.333,0.534459,0.535177
1565891456.933,0.534627,0.535315
1565891483.333,0.534397,0.535272
1565891509.733,0.534255,0.535209
1565891537.333,0.534609,0.535324
1565891563.733,0.534437,0.535224
1565891590.1330001,0.534414,0.535253
1565891616.533,0.534418,0.535234
1565891644.1330001,0.534596,0.53531
1565891670.533,0.534347,0.535142
1565891696.933,0.534614,0.535279
1565891724.533,0.534139,0.53525
1565891750.933,0.534312,0.535143
1565891777.333,0.534489,0.535299
1565891804.933,0.534305,0.535169
1565891831.333,0.534306,0.535128
1565891857.733,0.534531,0.535272
1565891885.333,0.534353,0.535267
1565891911.733,0.534335,0.535273
1565891938.1330001,0.534569,0.535368
1565891964.533,0.534199,0.535333
1565891992.1330001,0.534315,0.535192
1565892018.533,0.534354,0.535178
1565892044.933,0.534416,0.535198
1565892072.533,0.534404,0.535203
1565892098.933,0.533824,0.535257
1565892125.333,0.534434,0.535254
1565892152.933,0.534365,0.53525
1565892179.333,0.534348,0.535208
1565892205.733,0.534473,0.535251
1565892233.333,0.534587,0.535295
1565892259.733,0.53439,0.53514
1565892286.1330001,0.534325,0.535202
1565892312.533,0.534494,0.535319
1565892340.1330001,0.534435,0.535217
1565892366.533,0.53424,0.535187
1565892392.933,0.534042,0.535194
1565892420.533,0.534474,0.535231
1565892446.933,0.534399,0.535208
1565892473.333,0.534213,0.535258
1565892500.933,0.534517,0.535301
1565892527.333,0.53437,0.535215
1565892553.733,0.534064,0.535227
1565892581.333,0.534366,0.535232
1565892607.733,0.534409,0.535303
1565892634.1330001,0.534529,0.535255
1565892661.733,0.534536,0.535323
1565892688.1330001,0.53445,0.535236
1565892714.533,0.534447,0.535236
1565892740.933,0.534436,0.535242
1565892768.533,0.533886,0.535221
1565892794.933,0.534182,0.535307
1565892821.333,0.534545,0.535307
1565892848.933,0.534541,0.535284
1565892875.333,0.534543,0.535362
1565892901.733,0.534103,0.535337
1565892929.333,0.534532,0.535301
1565892955.733,0.534439,0.535249
1565892982.1330001,0.53438,0.53525
1565893009.733,0.53457,0.535371
1565893036.1330001,0.534542,0.535233
1565893062.533,0.534514,0.535288
1565893088.933,0.534542,0.535288
1565893116.533,0.534481,0.535275
1565893142.933,0.534353,0.535292
1565893169.333,0.534417,0.535182
1565893196.933,0.534459,0.535265
1565893223.333,0.534383,0.535304
1565893249.733,0.534391,0.53533
1565893277.333,0.534018,0.535269
1565893303.733,0.534435,0.535265
1565893330.1330001,0.534559,0.535314
1565893357.733,0.53445,0.5353
1565893384.1330001,0.534486,0.535237
1565893410.533,0.534411,0.535096
1565893438.1330001,0.534359,0.535204
1565893464.533,0.534508,0.535224
1565893490.933,0.534534,0.535215
1565893517.333,0.534415,0.535289
1565893544.933,0.53442,0.535304
1565893571.333,0.534537,0.535377
1565893597.733,0.534471,0.535215
1565893625.333,0.534463,0.535294
1565893651.733,0.534534,0.535175
1565893678.1330001,0.534518,0.535281
1565893705.733,0.534488,0.535214
1565893732.1330001,0.534574,0.535272
1565893758.533,0.53457,0.535301
1565893786.1330001,0.534435,0.535269
1565893812.533,0.53432,0.535201
1565893838.933,0.534304,0.535179
1565893865.333,0.534528,0.535293
1565893892.933,0.534294,0.53523
1565893919.333,0.534537,0.535285
1565893945.733,0.534476,0.53523
1565893973.333,0.53435,0.535246
1565893999.733,0.533905,0.535297
1565894026.1330001,0.534392,0.535215
1565894053.733,0.534458,0.535265
1565894080.1330001,0.534391,0.535204
1565894106.533,0.534065,0.535336
1565894134.1330001,0.534373,0.535276
1565894160.533,0.534322,0.535187
1565894186.933,0.53425,0.535257
1565894214.533,0.534431,0.535187
1565894240.933,0.534235,0.535211
1565894267.333,0.534292,0.535227
1565894293.733,0.534354,0.535204
1565894321.333,0.534535,0.535353
1565894347.733,0.53447,0.535279
1565894374.1330001,0.534391,0.535196
1565894401.733,0.534437,0.535321
1565894428.1330001,0.534362,0.5353
1565894454.533,0.534185,0.535223
1565894482.1330001,0.534547,0.53539
1565894508.533,0.534472,0.535235
1565894534.933,0.534572,0.535357
1565894562.533,0.534519,0.535293
1565894588.933,0.534445,0.535257
1565894615.333,0.534483,0.535239
1565894641.733,0.534365,0.535319
1565894669.333,0.534285,0.535112
1565894695.733,0.534469,0.535196
1565894722.1330001,0.53434,0.535214
1565894749.733,0.534461,0.535291
1565894776.1330001,0.53445,0.535275
1565894802.533,0.534506,0.535316
1565894830.1330001,0.53438,0.535193
1565894856.533,0.534313,0.53522
1565894882.933,0.534486,0.535313
1565894910.533,0.53446,0.535283
1565894936.933,0.534402,0.535261
1565894963.333,0.534525,0.535229
1565894989.733,0.534276,0.535249
1565895017.333,0.53445,0.535249
1565895043.733,0.534442,0.535294
1565895070.1330001,0.534435,0.535207
1565895097.733,0.534541,0.535326
1565895124.1330001,0.534475,0.535248
1565895150.533,0.534366,0.535165
1565895178.1330001,0.534278,0.535291
1565895204.533,0.534344,0.535307
1565895230.933,0.534263,0.535296
1565895258.533,0.534445,0.535225
1565895284.933,0.534368,0.535122
1565895311.333,0.53442,0.535297
1565895338.933,0.534406,0.535309
1565895365.333,0.534163,0.535289
1565895391.733,0.534583,0.535291
1565895418.1330001,0.534335,0.535131
1565895445.733,0.534261,0.535321
1565895472.1330001,0.53413,0.53535
1565895498.533,0.534437,0.535223
1565895526.1330001,0.534123,0.535211
1565895552.533,0.534422,0.535324
1565895578.933,0.534403,0.535264
1565895606.533,0.534276,0.535073
1565895632.933,0.534268,0.535236
1565895659.333,0.533892,0.535336
1565895686.933,0.534499,0.535233
1565895713.333,0.534183,0.535281
1565895739.733,0.534433,0.535214
1565895766.1330001,0.534421,0.535263
1565895793.733,0.534216,0.535238
1565895820.1330001,0.534399,0.5353
1565895846.533,0.534464,0.535288
1565895874.1330001,0.534442,0.535262
1565895900.533,0.534191,0.535253
1565895926.933,0.534372,0.535251
1565895954.533,0.534418,0.535311
1565895980.933,0.534348,0.535269
1565896007.333,0.53441,0.535254
1565896034.933,0.534391,0.535182
1565896061.333,0.534266,0.535274
1565896087.733,0.534007,0.535288
1565896115.333,0.534369,0.535318
1565896141.733,0.534294,0.535284
1565896168.1330001,0.534537,0.535248
1565896194.533,0.53459,0.535263
1565896222.1330001,0.534407,0.535249
1565896248.533,0.534454,0.535226
1565896274.933,0.534264,0.535208
1565896302.533,0.534497,0.535262
1565896328.933,0.534131,0.535341
1565896355.333,0.534358,0.53513
1565896382.933,0.534432,0.535299
1565896409.333,0.534481,0.535315
1565896435.733,0.534158,0.535206
1565896463.333,0.534527,0.535279
1565896489.733,0.534512,0.535294
1565896516.1330001,0.534504,0.535301
1565896542.533,0.534492,0.535321
1565896570.1330001,0.534493,0.535298
1565896596.533,0.53436,0.535265
1565896622.933,0.534455,0.535204
1565896650.533,0.534449,0.5353
1565896676.933,0.534382,0.535216
1565896703.333,0.534428,0.535224
1565896730.933,0.534383,0.535242
1565896757.333,0.534473,0.535237
1565896783.733,0.5346,0.535286
1565896811.333,0.534341,0.53521
1565896837.733,0.534576,0.535254
1565896864.1330001,0.534441,0.535234
1565896891.733,0.534206,0.535225
1565896918.1330001,0.534386,0.535228
1565896944.533,0.53443,0.535236
1565896970.933,0.534426,0.535224
1565896998.533,0.534413,0.535271
1565897024.933,0.534476,0.535233
1565897051.333,0.53446,0.53526
1565897078.933,0.53452,0.535187
1565897105.333,0.534486,0.535227
1565897131.733,0.534434,0.535197
1565897159.333,0.534431,0.535198
1565897185.733,0.534414,0.535213
1565897212.1330001,0.534232,0.535233
1565897239.733,0.534408,0.535277
1565897266.1330001,0.534527,0.535255
1565897292.533,0.53427,0.535209
1565897318.933,0.53432,0.535167
1565897346.533,0.5342,0.53516
1565897372.933,0.534253,0.535266
1565897399.333,0.534561,0.535406
1565897426.933,0.534355,0.535257
1565897453.333,0.534349,0.535251
1565897479.733,0.534452,0.535251
1565897507.333,0.534389,0.535285
1565897533.733,0.534507,0.535262
1565897560.1330001,0.534521,0.535364
1565897587.733,0.534304,0.535324
1565897614.1330001,0.534366,0.535267
1565897640.533,0.534352,0.535166
1565897666.933,0.534354,0.535312
1565897694.533,0.534155,0.535217
1565897720.933,0.534517,0.535245
1565897747.333,0.534493,0.535261
1565897774.933,0.53432,0.535196
1565897801.333,0.534425,0.535211
1565897827.733,0.53411,0.535297
1565897855.333,0.5344,0.535222
1565897881.733,0.534461,0.535334
1565897908.1330001,0.534529,0.535353
1565897935.733,0.534495,0.53524
1565897962.1330001,0.534497,0.535196
1565897988.533,0.534495,0.535267
1565898016.1330001,0.534313,0.535249
1565898042.533,0.53405,0.535231
1565898068.933,0.534344,0.535221
1565898095.333,0.534648,0.535363
1565898122.933,0.534396,0.535228
1565898149.333,0.534438,0.535336
1565898175.733,0.534377,0.535231
1565898203.333,0.534434,0.535308
1565898229.733,0.534301,0.535167
1565898256.1330001,0.534406,0.535156
1565898283.733,0.534167,0.535213
1565898310.1330001,0.534403,0.535213
1565898336.533,0.53438,0.535216
1565898364.1330001,0.534497,0.535282
1565898390.533,0.53447,0.535295
1565898416.933,0.534379,0.535098
1565898443.333,0.534406,0.535108
1565898470.933,0.534535,0.535275
1565898497.333,0.534406,0.535186
1565898523.733,0.534462,0.535318
1565898551.333,0.534504,0.535216
1565898577.733,0.534401,0.535165
1565898604.1330001,0.534516,0.535317
1565898631.733,0.534323,0.535206
1565898658.1330001,0.534372,0.535213
1565898684.533,0.534189,0.535302
1565898712.1330001,0.534477,0.535292
1565898738.533,0.534365,0.535286
1565898764.933,0.534342,0.535246
1565898792.533,0.534151,0.535324
1565898818.933,0.534573,0.535309
1565898845.333,0.534557,0.535286
1565898871.733,0.534561,0.535246
1565898899.333,0.534441,0.535306
1565898925.733,0.534068,0.535141
1565898952.1330001,0.534189,0.535232
1565898979.733,0.534314,0.535244
1565899006.1330001,0.534425,0.535206
1565899032.533,0.534472,0.535275
1565899060.1330001,0.534279,0.535149
1565899086.533,0.534338,0.535237
1565899112.933,0.534332,0.535246
1565899140.533,0.534512,0.535276
1565899166.933,0.53443,0.535267
1565899193.333,0.534475,0.535207
1565899219.733,0.534483,0.535232
1565899247.333,0.534419,0.535215
1565899273.733,0.534504,0.535241
1565899300.1330001,0.534438,0.535263
1565899327.733,0.534465,0.535209
1565899354.1330001,0.534478,0.535283
1565899380.533,0.534113,0.535341
1565899408.1330001,0.534486,0.535265
1565899434.533,0.534337,0.535198
1565899460.933,0.534532,0.535252
1565899488.533,0.534491,0.535301
1565899514.933,0.534199,0.535213
1565899541.333,0.534373,0.535233
1565899568.933,0.53443,0.535262
1565899595.333,0.534476,0.53523
1565899621.733,0.53453,0.535297
1565899648.1330001,0.534207,0.535298
1565899675.733,0.534396,0.535282
1565899702.1330001,0.534446,0.535203
1565899728.533,0.534435,0.535287
1565899756.1330001,0.53436,0.535172
1565899782.533,0.534421,0.535223
1565899808.933,0.534283,0.5352
1565899836.533,0.534395,0.535273
1565899862.933,0.534396,0.535207
1565899889.333,0.53426,0.535209
1565899916.933,0.534428,0.535246
1565899943.333,0.534374,0.53527
1565899969.733,0.53436,0.535273
1565899996.1330001,0.534575,0.535295
1565900023.733,0.534086,0.535263
1565900050.1330001,0.534455,0.535263
1565900076.533,0.534429,0.535163
1565900104.1330001,0.534459,0.535267
1565900130.533,0.534532,0.535268
1565900156.933,0.534341,0.535257
1565900184.533,0.534395,0.535308
1565900210.933,0.534449,0.535273
1565900237.333,0.534486,0.535213
1565900264.933,0.534366,0.535202
1565900291.333,0.534423,0.535183
1565900317.733,0.534459,0.535194
1565900344.1330001,0.534456,0.535282
1565900371.733,0.534698,0.535349
1565900398.1330001,0.534606,0.535304
1565900424.533,0.534544,0.535251
1565900452.1330001,0.534416,0.535176
1565900478.533,0.534282,0.535332
1565900504.933,0.534575,0.535266
1565900532.533,0.534385,0.535376
1565900558.933,0.534438,0.535215
1565900585.333,0.53436,0.535324
1565900612.933,0.534355,0.53533
1565900639.333,0.534458,0.535217
1565900665.733,0.534527,0.53531
1565900693.333,0.534143,0.535185
1565900719.733,0.534493,0.535322
1565900746.1330001,0.534238,0.535267
1565900772.533,0.534357,0.535264
1565900800.1330001,0.534413,0.535368
1565900826.533,0.534641,0.535381
1565900852.933,0.534503,0.535252
1565900880.533,0.53426,0.535347
1565900906.933,0.534635,0.535407
1565900933.333,0.534612,0.535389
1565900960.933,0.534432,0.535253
1565900987.333,0.53464,0.535322
1565901013.733,0.534408,0.535305
1565901041.333,0.534509,0.53532
1565901067.733,0.534557,0.535323
1565901094.1330001,0.534444,0.535307
1565901120.533,0.534499,0.535316
1565901148.1330001,0.534365,0.535226
1565901174.533,0.534482,0.535173
1565901200.933,0.534405,0.535194
1565901228.533,0.534417,0.535258
1565901254.933,0.534587,0.535292
1565901281.333,0.534274,0.535178
1565901308.933,0.534261,0.535294
1565901335.333,0.534372,0.535246
1565901361.733,0.534366,0.535175
1565901389.333,0.534536,0.535319
1565901415.733,0.534397,0.535231
1565901442.1330001,0.534385,0.535305
1565901469.733,0.534426,0.535281
1565901496.1330001,0.534363,0.535252
1565901522.533,0.534303,0.535137
1565901548.933,0.534536,0.535301
1565901576.533,0.534406,0.53525
1565901602.933,0.534454,0.535332
1565901629.333,0.534439,0.535201
1565901656.933,0.534478,0.535228
1565901683.333,0.53443,0.535206
1565901709.733,0.534422,0.535228
1565901737.333,0.534277,0.535157
1565901763.733,0.534326,0.535195
1565901790.1330001,0.534435,0.535269
1565901817.733,0.534414,0.535276
1565901844.1330001,0.534346,0.535218
1565901870.533,0.534035,0.535241
1565901896.933,0.534327,0.53517
1565901924.533,0.534562,0.535344
1565901950.933,0.534427,0.53528
1565901977.333,0.534648,0.535309
1565902004.933,0.534445,0.535244
1565902031.333,0.534515,0.53523
1565902057.733,0.534435,0.535251
1565902085.333,0.534356,0.535268
1565902111.733,0.534465,0.535343
1565902138.1330001,0.534514,0.535291
1565902165.733,0.5344,0.535289
1565902192.1330001,0.534434,0.535279
1565902218.533,0.534073,0.535312
1565902246.1330001,0.534471,0.535264
1565902272.533,0.534535,0.535304
1565902298.933,0.53446,0.535268
1565902325.333,0.534443,0.535194
1565902352.933,0.534509,0.535276
1565902379.333,0.534742,0.535416
1565902405.733,0.534424,0.535297
1565902433.333,0.53455,0.535284
1565902459.733,0.534405,0.535169
1565902486.1330001,0.534399,0.535233
1565902513.733,0.534384,0.535263
1565902540.1330001,0.534437,0.535243
1565902566.533,0.534359,0.535309
1565902594.1330001,0.534467,0.535209
1565902620.533,0.534526,0.535296
1565902646.933,0.534564,0.5353
1565902673.333,0.534491,0.535264
1565902700.933,0.534429,0.535223
1565902727.333,0.534593,0.535289
1565902753.733,0.534401,0.535294
1565902781.333,0.534518,0.535269
1565902807.733,0.534338,0.535171
1565902834.1330001,0.534255,0.535255
1565902861.733,0.534373,0.535258
1565902888.1330001,0.534361,0.535275
1565902914.533,0.534349,0.535276
1565902942.1330001,0.534521,0.535294
1565902968.533,0.534509,0.535264
1565902994.933,0.534498,0.535298
1565903021.333,0.534479,0.535215
1565903048.933,0.534415,0.53522
1565903075.333,0.534398,0.535151
1565903101.733,0.534277,0.535261
1565903129.333,0.534126,0.535211
1565903155.733,0.534377,0.535277
1565903182.1330001,0.534481,0.535256
1565903209.733,0.534547,0.535297
1565903236.1330001,0.534446,0.535409
1565903262.533,0.534445,0.535248
1565903290.1330001,0.534123,0.535347
1565903316.533,0.53442,0.53527
1565903342.933,0.534483,0.535322
1565903370.533,0.534411,0.53527
1565903396.933,0.534566,0.535322
1565903423.333,0.534395,0.535175
1565903449.733,0.534182,0.535245
1565903477.333,0.534545,0.535311
1565903503.733,0.534481,0.53526
1565903530.1330001,0.534408,0.535262
1565903557.733,0.534511,0.535308
1565903584.1330001,0.534377,0.535223
1565903610.533,0.534492,0.535231
1565903638.1330001,0.534426,0.535181
1565903664.533,0.53441,0.535221
1565903690.933,0.534509,0.535257
1565903718.533,0.534538,0.535334
1565903744.933,0.534407,0.535138
1565903771.333,0.534578,0.535359
1565903797.733,0.534441,0.535218
1565903825.333,0.534432,0.535322
1565903851.733,0.534377,0.535176
1565903878.1330001,0.534554,0.535289
1565903905.733,0.534545,0.535319
1565903932.1330001,0.53441,0.535263
1565903958.533,0.534485,0.535324
1565903986.1330001,0.53409,0.535254
1565904012.533,0.534437,0.535269
1565904038.933,0.534688,0.535355
1565904066.533,0.5343,0.535192
1565904092.933,0.534426,0.535312
1565904119.333,0.534467,0.535232
1565904146.933,0.534406,0.535207
1565904173.333,0.534541,0.535259
1565904199.733,0.53443,0.53531
1565904226.1330001,0.53449,0.535278
1565904253.733,0.534312,0.535223
1565904280.1330001,0.534414,0.535249
1565904306.533,0.534464,0.535264
1565904334.1330001,0.534324,0.535206
1565904360.533,0.534193,0.535224
1565904386.933,0.534307,0.535202
1565904414.533,0.534487,0.535212
1565904440.933,0.534485,0.535188
1565904467.333,0.534399,0.535267
1565904494.933,0.534395,0.535124
1565904521.333,0.534439,0.53525
1565904547.733,0.534484,0.5353
1565904574.1330001,0.534598,0.535324
1565904601.733,0.53448,0.535235
1565904628.1330001,0.534274,0.535156
1565904654.533,0.534445,0.535219
1565904682.1330001,0.53443,0.535251
1565904708.533,0.53434,0.535213
1565904734.933,0.534467,0.535251
1565904762.533,0.534461,0.53517
1565904788.933,0.534454,0.53528
1565904815.333,0.534489,0.535255
1565904842.933,0.534416,0.535239
1565904869.333,0.534489,0.535259
1565904895.733,0.534297,0.535234
1565904923.333,0.534454,0.535263
1565904949.733,0.534564,0.535323
1565904976.1330001,0.534422,0.535345
1565905002.533,0.534487,0.535205
1565905030.1330001,0.534615,0.535335
1565905056.533,0.534345,0.535227
1565905082.933,0.534275,0.535282
1565905110.533,0.534558,0.535279
1565905136.933,0.53448,0.535266
1565905163.333,0.534554,0.535267
1565905190.933,0.534354,0.535302
1565905217.333,0.534459,0.535276
1565905243.733,0.534597,0.535376
1565905271.333,0.534215,0.535198
1565905297.733,0.534442,0.535226
1565905324.1330001,0.534331,0.535245
1565905350.533,0.534447,0.535368
1565905378.1330001,0.534373,0.53536
