time,BatC1,BatC2
1565919031.733,455.91,458.21
1565919036.533,13.6,2.49
1565919042.533,889.17,876.38
1565919058.1330001,455.91,458.21
1565919062.933,13.51,2.43
1565919068.933,889.23,876.36
1565919084.533,455.94,458.19
1565919089.333,13.47,2.28
1565919095.333,889.04,876.19
1565919112.1330001,455.88,458.2
1565919116.933,13.58,2.3
1565919122.933,889.24,876.13
1565919138.533,455.93,458.22
1565919143.333,13.55,2.63
1565919149.333,889.2,876.62
1565919164.933,456.06,458.22
1565919169.733,13.58,2.32
1565919175.733,889.18,876.2
1565919192.533,455.91,458.19
1565919197.333,13.5,2.37
1565919203.333,889.18,876.3
1565919218.933,455.84,458.14
1565919223.733,13.59,2.48
1565919229.733,889.16,876.29
1565919245.333,455.91,458.23
1565919250.1330001,13.5,2.76
1565919256.1330001,889.08,876.68
1565919272.933,455.91,458.23
1565919276.533,13.59,2.69
1565919282.533,889.28,876.48
1565919299.333,455.92,458.21
1565919304.1330001,13.59,2.63
1565919310.1330001,889.4,876.57
1565919325.733,455.88,458.2
1565919330.533,13.65,2.42
1565919336.533,889.52,876.39
1565919353.333,456.09,458.2
1565919356.933,13.6,2.31
1565919362.933,889.48,876.2
1565919379.733,455.88,458.13
1565919384.533,13.7,2.59
1565919390.533,889.62,876.5
1565919406.1330001,455.94,458.29
1565919410.933,13.62,2.51
1565919416.933,889.56,876.42
1565919433.733,455.91,458.22
1565919437.333,13.7,2.54
1565919443.333,889.48,876.36
1565919460.1330001,455.89,458.25
1565919464.933,13.64,2.58
1565919470.933,889.4,876.44
1565919486.533,455.86,458.24
1565919491.333,13.69,2.47
1565919497.333,889.51,876.36
1565919512.933,455.9,458.23
1565919517.733,13.67,2.51
1565919523.733,889.54,876.55
1565919540.533,455.95,458.23
1565919545.333,13.68,2.46
1565919551.333,889.58,876.35
1565919566.933,455.86,458.23
1565919571.733,13.62,2.88
1565919577.733,889.45,876.62
1565919593.333,455.89,458.23
1565919598.1330001,13.65,2.55
1565919604.1330001,889.59,876.17
1565919620.933,455.93,458.23
1565919625.733,13.74,2.27
1565919631.733,889.66,875.86
1565919647.333,455.95,458.21
1565919652.1330001,13.74,2.52
1565919658.1330001,889.53,876.1
1565919673.733,455.89,458.21
1565919678.533,13.71,2.44
1565919684.533,889.67,876.14
1565919701.333,455.89,458.22
1565919704.933,444.96,2.32
1565919710.933,1320.87,875.94
1565919727.733,455.95,458.23
1565919732.533,13.7,2.37
1565919738.533,889.6,875.93
1565919754.1330001,455.92,458.22
1565919758.933,13.73,2.33
1565919764.933,889.66,875.97
1565919781.733,455.96,458.22
1565919785.333,13.67,2.29
1565919791.333,889.65,875.94
1565919808.1330001,455.87,458.18
1565919812.933,13.67,2.31
1565919818.933,889.61,875.94
1565919834.533,455.96,458.19
1565919839.333,13.67,2.31
1565919845.333,889.59,875.93
1565919860.933,455.9,458.22
1565919865.733,13.66,2.37
1565919871.733,889.56,876.0
1565919888.533,455.92,458.25
1565919893.333,13.66,2.48
1565919899.333,889.53,876.1
1565919914.933,455.89,458.22
1565919919.733,13.65,2.13
1565919925.733,889.39,875.69
1565919941.333,455.88,458.23
1565919946.1330001,13.6,2.46
1565919952.1330001,889.43,875.98
1565919968.933,455.91,458.21
1565919973.733,13.63,2.18
1565919979.733,889.52,875.79
1565919995.333,455.89,458.18
1565920000.1330001,13.67,2.23
1565920006.1330001,889.45,875.76
1565920021.733,455.89,458.19
1565920026.533,13.63,2.29
1565920032.533,889.56,875.83
1565920049.333,455.96,458.22
1565920052.933,13.65,2.34
1565920058.933,889.55,875.9
1565920075.733,455.92,458.17
1565920080.533,13.64,2.4
1565920086.533,889.6,876.1
1565920102.1330001,455.96,458.25
1565920106.933,13.69,2.39
1565920112.933,889.51,875.95
1565920129.733,455.89,458.22
1565920133.333,13.63,2.17
1565920139.333,889.37,875.61
1565920156.1330001,455.89,458.18
1565920160.933,13.63,2.39
1565920166.933,889.35,875.89
1565920182.533,455.95,458.24
1565920187.333,13.63,2.39
1565920193.333,889.42,876.04
1565920210.1330001,455.92,458.24
1565920213.733,13.66,2.59
1565920219.733,889.47,876.56
1565920236.533,455.91,458.21
1565920241.333,13.67,2.42
1565920247.333,889.43,876.22
1565920262.933,455.92,458.17
1565920267.733,13.59,2.32
1565920273.733,889.34,876.27
1565920289.333,455.86,458.17
1565920294.1330001,13.54,2.53
1565920300.1330001,889.29,876.5
1565920316.933,455.87,458.18
1565920321.733,13.53,2.35
1565920327.733,889.23,876.2
1565920343.333,455.89,458.19
1565920348.1330001,13.55,2.57
1565920354.1330001,889.29,876.49
1565920369.733,455.89,458.24
1565920374.533,13.59,2.43
1565920380.533,889.28,876.27
1565920397.333,455.92,458.24
1565920402.1330001,13.56,2.48
1565920408.1330001,889.23,876.23
1565920423.733,455.94,458.21
1565920428.533,13.56,2.24
1565920434.533,889.39,876.17
1565920450.1330001,455.9,458.23
1565920454.933,13.61,2.35
1565920460.933,889.31,876.17
1565920477.733,455.94,458.25
1565920481.333,13.44,2.26
1565920487.333,889.06,876.14
1565920504.1330001,455.93,458.21
1565920508.933,13.45,2.23
1565920514.933,889.19,876.15
1565920530.533,455.92,458.23
1565920535.333,13.54,2.55
1565920541.333,889.17,876.39
1565920558.1330001,455.91,458.22
1565920561.733,13.55,2.5
1565920567.733,889.4,876.21
1565920584.533,455.9,458.2
1565920589.333,13.59,2.18
1565920595.333,889.32,875.92
1565920610.933,455.84,458.12
1565920615.733,13.68,2.33
1565920621.733,889.52,876.01
1565920637.333,455.95,458.2
1565920642.1330001,13.63,2.42
1565920648.1330001,889.5,876.24
1565920664.933,455.87,458.17
1565920669.733,13.63,2.33
1565920675.733,889.34,876.16
1565920691.333,455.91,458.2
1565920696.1330001,13.62,2.34
1565920702.1330001,889.34,876.2
1565920717.733,455.91,458.22
1565920722.533,13.61,2.61
1565920728.533,889.39,876.36
1565920745.333,455.89,458.22
1565920750.1330001,13.59,2.46
1565920756.1330001,889.27,876.32
1565920771.733,455.87,458.2
1565920776.533,13.6,2.56
1565920782.533,889.3,876.32
1565920798.1330001,455.89,458.17
1565920802.933,13.61,2.49
1565920808.933,889.32,876.35
1565920825.733,455.93,458.23
1565920829.333,13.67,2.34
1565920835.333,889.5,876.13
1565920852.1330001,455.85,458.17
1565920856.933,13.61,2.79
1565920862.933,889.32,876.62
1565920878.533,455.9,458.19
1565920883.333,13.64,2.46
1565920889.333,889.45,876.36
1565920906.1330001,455.91,458.2
1565920909.733,13.62,2.49
1565920915.733,889.47,876.47
1565920932.533,455.9,458.23
1565920937.333,13.68,2.54
1565920943.333,889.48,876.61
1565920958.933,455.89,458.19
1565920963.733,13.6,2.62
1565920969.733,889.29,876.66
1565920986.533,455.9,458.21
1565920990.1330001,13.63,2.4
1565920996.1330001,889.42,876.37
1565921012.933,455.92,458.18
1565921017.733,13.75,2.53
1565921023.733,889.5,876.45
1565921039.333,455.92,458.23
1565921044.1330001,13.61,2.49
1565921050.1330001,889.47,876.5
1565921065.733,455.92,458.24
1565921070.533,13.56,2.34
1565921076.533,889.31,876.25
1565921093.333,455.95,458.24
1565921098.1330001,13.65,2.46
1565921104.1330001,889.37,876.38
1565921119.733,455.85,458.21
1565921124.533,13.66,2.53
1565921130.533,889.4,876.48
1565921146.1330001,455.9,458.21
1565921150.933,13.63,2.35
1565921156.933,889.39,876.34
1565921173.733,455.91,458.16
1565921177.333,13.58,2.42
1565921183.333,889.39,875.77
1565921200.1330001,455.93,458.22
1565921204.933,13.64,2.37
1565921210.933,889.43,875.64
1565921226.533,455.91,458.19
1565921231.333,13.66,2.0
1565921237.333,889.54,875.36
1565921254.1330001,455.92,458.22
1565921257.733,13.7,2.27
1565921263.733,889.58,875.46
1565921280.533,455.88,458.22
1565921285.333,13.69,2.44
1565921291.333,889.65,875.73
1565921306.933,455.97,458.18
1565921311.733,13.74,2.15
1565921317.733,889.65,875.37
1565921334.533,455.91,458.21
1565921338.1330001,13.71,2.2
1565921344.1330001,889.71,875.45
1565921360.933,455.94,458.22
1565921365.733,13.69,2.15
1565921371.733,889.61,875.35
1565921387.333,455.9,458.19
1565921392.1330001,13.67,2.27
1565921398.1330001,889.6,875.55
1565921413.733,455.86,458.18
1565921418.533,13.67,2.28
1565921424.533,889.52,875.61
1565921441.333,455.87,458.16
1565921446.1330001,13.74,2.29
1565921452.1330001,889.65,875.67
1565921467.733,455.89,458.21
1565921472.533,13.74,2.2
1565921478.533,889.72,875.51
1565921494.1330001,455.89,458.17
1565921498.933,13.67,2.46
1565921504.933,889.61,876.25
1565921521.733,455.94,458.2
1565921526.533,13.65,2.39
1565921532.533,889.47,875.98
1565921548.1330001,455.89,458.23
1565921552.933,13.68,2.4
1565921558.933,889.58,876.06
1565921574.533,455.95,458.22
1565921579.333,13.7,2.26
1565921585.333,889.73,876.01
1565921602.1330001,455.9,458.19
1565921605.733,13.73,2.38
1565921611.733,889.7,876.08
1565921628.533,455.91,458.17
1565921633.333,13.73,2.35
1565921639.333,889.82,876.08
1565921654.933,455.94,458.2
1565921659.733,13.76,2.37
1565921665.733,889.72,876.03
1565921682.533,455.93,458.19
1565921686.1330001,13.69,2.43
1565921692.1330001,889.68,876.24
1565921708.933,455.93,458.22
1565921713.733,13.69,2.47
1565921719.733,889.42,876.15
1565921735.333,455.87,458.18
1565921740.1330001,13.67,2.41
1565921746.1330001,889.51,876.03
1565921761.733,455.9,458.17
1565921766.533,13.59,2.18
1565921772.533,889.49,875.85
1565921789.333,455.96,458.21
1565921794.1330001,13.69,2.4
1565921800.1330001,889.46,876.04
1565921815.733,455.94,458.22
1565921820.533,13.72,2.57
1565921826.533,889.59,876.41
1565921842.1330001,455.94,458.21
1565921846.933,13.72,2.28
1565921852.933,889.49,876.05
1565921869.733,455.93,458.26
1565921874.533,13.58,2.28
1565921880.533,889.36,876.09
1565921896.1330001,455.9,458.17
1565921900.933,13.66,2.33
1565921906.933,889.5,876.19
1565921922.533,455.95,458.28
1565921927.333,13.66,2.49
1565921933.333,889.38,876.41
1565921950.1330001,455.9,458.16
1565921953.733,13.68,2.34
1565921959.733,889.46,876.15
1565921976.533,455.86,458.2
1565921981.333,13.71,2.7
1565921987.333,889.53,876.5
1565922002.933,455.9,458.24
1565922007.733,13.63,2.34
1565922013.733,889.42,876.27
1565922030.533,455.92,458.22
1565922034.1330001,13.72,2.7
1565922040.1330001,889.57,876.51
1565922056.933,455.87,458.2
1565922061.733,13.69,2.52
1565922067.733,889.58,876.36
1565922083.333,455.92,458.26
1565922088.1330001,13.65,2.43
1565922094.1330001,889.53,876.29
1565922110.933,455.91,458.19
1565922114.533,13.64,2.4
1565922120.533,889.58,876.26
1565922137.333,455.89,458.18
1565922142.1330001,13.74,2.48
1565922148.1330001,889.8,876.24
1565922163.733,455.87,458.19
1565922168.533,13.68,2.33
1565922174.533,889.32,876.03
1565922190.1330001,455.86,458.15
1565922194.933,13.55,2.48
1565922200.933,889.21,876.31
1565922217.733,455.95,458.28
1565922222.533,13.56,2.42
1565922228.533,889.25,876.11
1565922244.1330001,455.86,458.18
1565922248.933,13.59,2.44
1565922254.933,889.31,876.09
1565922270.533,455.93,458.21
1565922275.333,13.61,2.47
1565922281.333,889.31,876.22
1565922298.1330001,455.88,458.2
1565922302.933,13.62,2.61
1565922308.933,889.32,876.38
1565922324.533,455.9,458.22
1565922329.333,13.6,2.39
1565922335.333,889.24,876.09
1565922350.933,455.89,458.21
1565922355.733,13.53,2.29
1565922361.733,889.3,876.05
1565922378.533,455.9,458.22
1565922382.1330001,13.56,2.41
1565922388.1330001,889.33,876.13
1565922404.933,455.93,458.25
1565922409.733,13.62,2.36
1565922415.733,889.4,876.03
1565922431.333,455.85,458.19
1565922436.1330001,13.59,2.65
1565922442.1330001,889.24,876.43
1565922458.933,455.92,458.25
1565922462.533,13.53,2.6
1565922468.533,889.2,876.38
1565922485.333,455.94,458.22
1565922490.1330001,13.54,2.19
1565922496.1330001,889.36,875.82
1565922511.733,455.88,458.19
1565922516.533,13.66,2.34
1565922522.533,889.46,876.01
1565922538.1330001,455.9,458.21
1565922542.933,13.58,2.24
1565922548.933,889.5,876.02
1565922565.733,455.95,458.22
1565922570.533,13.68,2.35
1565922576.533,889.64,876.03
1565922592.1330001,455.9,458.19
1565922596.933,13.66,2.7
1565922602.933,889.54,876.42
1565922618.533,455.87,458.17
1565922623.333,13.63,2.71
1565922629.333,889.41,876.4
1565922646.1330001,455.88,458.18
1565922650.933,13.71,2.54
1565922656.933,889.59,876.31
1565922672.533,455.93,458.23
1565922677.333,13.6,2.59
1565922683.333,889.34,876.36
1565922698.933,455.93,458.16
1565922703.733,13.61,2.35
1565922709.733,889.33,876.08
1565922726.533,456.1,458.24
1565922730.1330001,13.59,2.29
1565922736.1330001,889.32,876.1
1565922752.933,455.88,458.19
1565922757.733,13.61,2.54
1565922763.733,889.26,876.27
1565922779.333,455.87,458.19
1565922784.1330001,13.59,2.54
1565922790.1330001,889.27,876.37
1565922806.933,455.88,458.2
1565922810.533,13.59,2.28
1565922816.533,889.39,876.1
1565922833.333,455.96,458.25
1565922838.1330001,13.68,2.6
1565922844.1330001,889.62,876.47
1565922859.733,455.89,458.21
1565922864.533,13.72,2.38
1565922870.533,889.58,876.35
1565922887.333,455.91,458.24
1565922890.933,13.72,2.48
1565922896.933,889.66,876.37
1565922913.733,455.94,458.24
1565922918.533,13.61,2.32
1565922924.533,889.48,876.21
1565922940.1330001,455.88,458.19
1565922944.933,13.65,2.47
1565922950.933,889.51,876.44
1565922966.533,455.87,458.18
1565922971.333,13.59,2.25
1565922977.333,889.44,876.19
1565922994.1330001,455.99,458.28
1565922998.933,13.69,2.6
1565923004.933,889.38,876.35
1565923020.533,455.91,458.19
1565923025.333,13.66,2.3
1565923031.333,889.46,876.11
1565923046.933,455.93,458.18
1565923051.733,13.62,2.34
1565923057.733,889.36,876.1
1565923074.533,455.88,458.2
1565923079.333,13.67,2.49
1565923085.333,889.47,876.39
1565923100.933,456.02,458.25
1565923105.733,13.61,2.61
1565923111.733,889.41,876.49
1565923127.333,455.95,458.22
1565923132.1330001,13.59,2.41
1565923138.1330001,889.31,876.39
1565923154.933,455.93,458.26
1565923158.533,13.61,2.4
1565923164.533,889.38,876.27
1565923181.333,456.08,458.26
1565923186.1330001,13.62,2.3
1565923192.1330001,889.35,876.11
1565923207.733,455.88,458.16
1565923212.533,13.6,2.69
1565923218.533,889.27,876.51
1565923235.333,455.91,458.19
1565923238.933,13.53,2.5
1565923244.933,889.24,876.56
1565923261.733,456.03,458.23
1565923266.533,13.59,2.65
1565923272.533,889.23,876.53
1565923288.1330001,455.93,458.18
1565923292.933,13.57,2.45
1565923298.933,889.24,876.29
1565923314.533,455.91,458.19
1565923319.333,13.56,2.47
1565923325.333,889.15,876.27
1565923342.1330001,455.94,458.19
1565923346.933,13.56,2.33
1565923352.933,889.18,876.26
1565923368.533,455.91,458.21
1565923373.333,13.62,2.52
1565923379.333,889.41,876.53
1565923394.933,455.96,458.25
1565923399.733,13.52,2.51
1565923405.733,889.13,876.3
1565923422.533,455.88,458.17
1565923427.333,13.59,2.43
1565923433.333,889.29,876.38
1565923448.933,455.94,458.26
1565923453.733,13.59,2.57
1565923459.733,889.29,876.44
1565923475.333,455.95,458.26
1565923480.1330001,13.61,2.43
1565923486.1330001,889.34,876.35
1565923502.933,455.87,458.17
1565923506.533,13.65,2.65
1565923512.533,889.42,876.55
1565923529.333,455.95,458.22
1565923534.1330001,13.7,2.42
1565923540.1330001,889.49,876.28
1565923555.733,455.88,458.26
1565923560.533,13.76,2.57
1565923566.533,889.6,876.49
1565923583.333,455.89,458.25
1565923586.933,13.66,2.55
1565923592.933,889.47,876.43
1565923609.733,455.9,458.19
1565923614.533,13.67,2.59
1565923620.533,889.47,876.53
1565923636.1330001,455.89,458.19
1565923640.933,13.75,2.44
1565923646.933,889.54,876.25
1565923663.733,455.9,458.23
1565923667.333,13.68,2.52
1565923673.333,889.45,876.46
1565923690.1330001,455.95,458.21
1565923694.933,13.7,2.54
1565923700.933,889.44,876.37
1565923716.533,455.93,458.24
1565923721.333,13.66,2.52
1565923727.333,889.5,876.45
1565923742.933,455.91,458.2
1565923747.733,13.66,2.61
1565923753.733,889.43,876.35
1565923770.533,455.88,458.18
1565923775.333,13.58,2.41
1565923781.333,889.26,876.19
1565923796.933,455.9,458.2
1565923801.733,13.52,2.46
1565923807.733,889.2,876.29
1565923823.333,455.87,458.21
1565923828.1330001,13.64,2.29
1565923834.1330001,889.3,875.97
1565923850.933,455.92,458.19
1565923854.533,13.58,2.34
1565923860.533,889.35,875.98
1565923877.333,455.89,458.21
1565923882.1330001,13.62,2.29
1565923888.1330001,889.43,876.03
1565923903.733,455.95,458.21
1565923908.533,13.63,2.45
1565923914.533,889.47,876.25
1565923931.333,455.92,458.22
1565923934.933,13.65,2.39
1565923940.933,889.53,876.22
1565923957.733,455.97,458.22
1565923962.533,13.63,2.54
1565923968.533,889.37,876.28
1565923984.1330001,455.89,458.21
1565923988.933,13.58,2.76
1565923994.933,889.22,876.48
1565924011.733,455.91,458.23
1565924015.333,13.64,2.32
1565924021.333,889.27,875.94
1565924038.1330001,455.98,458.24
1565924042.933,13.64,2.62
1565924048.933,889.36,876.36
1565924064.533,455.9,458.21
1565924069.333,13.63,2.66
1565924075.333,889.44,876.75
1565924090.933,455.94,458.23
1565924095.733,13.56,2.45
1565924101.733,889.33,876.26
1565924118.533,455.89,458.19
1565924123.333,13.62,2.6
1565924129.333,889.31,876.36
1565924144.933,455.88,458.19
1565924149.733,13.68,2.58
1565924155.733,889.46,876.38
1565924171.333,455.96,458.17
1565924176.1330001,13.63,2.3
1565924182.1330001,889.51,876.08
1565924198.933,455.88,458.18
1565924203.733,13.72,2.27
1565924209.733,889.51,876.02
1565924225.333,455.86,458.18
1565924230.1330001,13.64,2.65
1565924236.1330001,889.36,876.52
1565924251.733,455.91,458.2
1565924256.533,13.62,2.38
1565924262.533,889.49,876.32
1565924279.333,455.95,458.22
1565924282.933,13.59,2.44
1565924288.933,889.39,876.34
1565924305.733,455.93,458.2
1565924310.533,13.74,2.5
1565924316.533,889.59,876.36
1565924332.1330001,455.92,458.22
1565924336.933,13.66,2.44
1565924342.933,889.52,876.4
1565924359.733,455.91,458.21
1565924363.333,13.72,2.62
1565924369.333,889.48,876.38
1565924386.1330001,455.96,458.24
1565924390.933,13.61,2.76
1565924396.933,889.41,876.68
1565924412.533,455.9,458.2
1565924417.333,13.64,2.46
1565924423.333,889.43,876.31
1565924438.933,455.98,458.23
1565924443.733,13.76,2.56
1565924449.733,889.65,876.48
1565924466.533,455.89,458.18
1565924471.333,13.71,2.6
1565924477.333,889.51,876.42
1565924492.933,455.91,458.19
1565924497.733,13.62,2.32
1565924503.733,889.53,876.15
1565924519.333,455.95,458.23
1565924524.1330001,13.75,2.39
1565924530.1330001,889.8,876.23
1565924546.933,455.9,458.21
1565924551.733,13.72,2.51
1565924557.733,889.58,876.24
1565924573.333,455.87,458.15
1565924578.1330001,13.81,2.37
1565924584.1330001,889.76,876.13
1565924599.733,455.93,458.24
1565924604.533,13.66,2.27
1565924610.533,889.63,876.14
1565924627.333,455.89,458.21
1565924630.933,13.69,2.33
1565924636.933,889.5,876.14
1565924653.733,455.91,458.25
1565924658.533,13.76,2.31
1565924664.533,889.66,876.11
1565924680.1330001,455.92,458.21
1565924684.933,13.74,2.47
1565924690.933,889.69,876.24
1565924707.733,455.97,458.26
1565924711.333,13.69,2.51
1565924717.333,889.69,876.34
1565924734.1330001,455.91,458.19
1565924738.933,13.73,2.4
1565924744.933,889.52,876.22
1565924760.533,455.97,458.25
1565924765.333,13.8,2.44
1565924771.333,889.7,876.2
1565924788.1330001,455.92,458.19
1565924791.733,13.71,2.47
1565924797.733,889.57,876.27
1565924814.533,455.93,458.2
1565924819.333,13.69,2.48
1565924825.333,889.61,876.34
1565924840.933,455.92,458.19
1565924845.733,13.69,2.5
1565924851.733,889.54,876.33
1565924867.333,455.88,458.2
1565924872.1330001,13.75,2.57
1565924878.1330001,889.55,876.34
1565924894.933,455.92,458.22
1565924899.733,13.75,2.48
1565924905.733,889.66,876.33
1565924921.333,455.93,458.22
1565924926.1330001,13.67,2.42
1565924932.1330001,889.52,876.28
1565924947.733,455.88,458.2
1565924952.533,13.75,2.55
1565924958.533,889.59,876.4
1565924975.333,455.93,458.26
1565924980.1330001,13.74,2.57
1565924986.1330001,889.65,876.35
1565925001.733,455.88,458.17
1565925006.533,13.73,2.48
1565925012.533,889.6,876.25
1565925028.1330001,455.87,458.22
1565925032.933,13.67,2.72
1565925038.933,889.5,876.6
1565925055.733,455.93,458.2
1565925059.333,13.75,2.47
1565925065.333,889.4,876.35
1565925082.1330001,455.95,458.27
1565925086.933,13.6,2.48
1565925092.933,889.33,876.35
1565925108.533,455.93,458.22
1565925113.333,13.51,2.38
1565925119.333,889.13,876.25
1565925136.1330001,455.91,458.23
1565925139.733,13.61,2.48
1565925145.733,889.36,876.37
1565925162.533,455.94,458.21
1565925167.333,13.64,2.53
1565925173.333,889.39,876.4
1565925188.933,455.84,458.17
1565925193.733,13.61,2.34
1565925199.733,889.36,876.21
1565925215.333,455.9,458.17
1565925220.1330001,13.62,2.47
1565925226.1330001,889.34,876.25
1565925242.933,455.88,458.21
1565925247.733,13.59,2.47
1565925253.733,889.34,876.31
1565925269.333,455.91,458.22
1565925274.1330001,13.56,2.26
1565925280.1330001,889.39,876.22
1565925295.733,455.93,458.24
1565925300.533,13.62,2.32
1565925306.533,889.43,876.25
1565925323.333,455.93,458.18
1565925328.1330001,13.67,2.36
1565925334.1330001,889.59,876.3
1565925349.733,455.95,458.19
1565925354.533,13.6,2.65
1565925360.533,889.48,876.36
1565925376.1330001,455.92,458.21
1565925380.933,13.64,2.35
1565925386.933,889.38,875.9
1565925403.733,455.92,458.24
1565925407.333,13.62,2.53
1565925413.333,889.45,876.02
1565925430.1330001,455.93,458.17
1565925434.933,13.67,2.17
1565925440.933,889.46,875.64
1565925456.533,455.9,458.21
1565925461.333,13.68,2.19
1565925467.333,889.51,875.61
1565925484.1330001,455.95,458.25
1565925487.733,13.65,2.3
1565925493.733,889.49,875.8
1565925510.533,455.91,458.19
1565925515.333,13.63,2.15
1565925521.333,889.48,875.7
1565925536.933,455.99,458.21
1565925541.733,13.6,2.31
1565925547.733,889.43,875.89
1565925564.533,455.88,458.21
1565925568.1330001,13.63,2.3
1565925574.1330001,889.46,875.86
1565925590.933,455.9,458.2
1565925595.733,13.63,2.39
1565925601.733,889.5,875.95
1565925617.333,455.94,458.26
1565925622.1330001,13.7,2.1
1565925628.1330001,889.54,875.55
1565925643.733,455.93,458.22
1565925648.533,13.67,2.17
1565925654.533,889.57,875.6
1565925671.333,455.89,458.19
1565925676.1330001,13.71,2.54
1565925682.1330001,889.6,876.21
1565925697.733,455.94,458.26
1565925702.533,13.65,2.42
1565925708.533,889.62,876.2
1565925724.1330001,455.94,458.22
1565925728.933,13.72,2.29
1565925734.933,889.65,876.12
1565925751.733,455.9,458.18
1565925756.533,13.64,2.37
1565925762.533,889.61,876.13
1565925778.1330001,455.93,458.21
1565925782.933,13.77,2.48
1565925788.933,889.8,876.26
1565925804.533,455.94,458.19
1565925809.333,13.69,2.32
1565925815.333,889.54,876.07
1565925832.1330001,455.96,458.26
1565925835.733,13.69,2.45
1565925841.733,889.66,876.37
1565925858.533,455.93,458.24
1565925863.333,13.68,2.42
1565925869.333,889.7,876.3
1565925884.933,455.94,458.2
1565925889.733,13.73,2.53
1565925895.733,889.66,876.34
1565925912.533,455.96,458.25
1565925916.1330001,13.61,2.51
1565925922.1330001,889.42,876.36
1565925938.933,455.89,458.19
1565925943.733,13.65,2.55
1565925949.733,889.54,876.23
1565925965.333,455.91,458.18
1565925970.1330001,13.67,2.41
1565925976.1330001,889.46,876.18
1565925991.733,455.85,458.18
1565925996.533,13.66,2.61
1565926002.533,889.45,876.56
1565926019.333,455.92,458.21
1565926024.1330001,13.65,2.42
1565926030.1330001,889.54,876.37
1565926045.733,455.89,458.17
1565926050.533,13.73,2.43
1565926056.533,889.63,876.48
1565926072.1330001,455.91,458.22
1565926076.933,13.74,2.57
1565926082.933,889.64,876.54
1565926099.733,455.92,458.18
1565926104.533,13.7,2.64
1565926110.533,889.66,876.62
1565926126.1330001,455.95,458.16
1565926130.933,13.7,2.44
1565926136.933,889.61,876.37
1565926152.533,455.86,458.16
1565926157.333,13.71,2.65
1565926163.333,889.61,876.63
1565926180.1330001,455.88,458.17
1565926183.733,13.7,2.26
1565926189.733,889.74,876.28
1565926206.533,455.89,458.16
1565926211.333,13.77,2.69
1565926217.333,889.76,876.65
1565926232.933,455.92,458.21
1565926237.733,13.75,2.39
1565926243.733,889.7,876.3
1565926260.533,455.93,458.23
1565926264.1330001,13.72,2.34
1565926270.1330001,889.72,876.27
1565926286.933,455.9,458.19
1565926291.733,13.79,2.28
1565926297.733,889.75,876.17
1565926313.333,455.86,458.17
1565926318.1330001,13.8,2.7
1565926324.1330001,889.74,876.59
1565926340.933,455.91,458.22
1565926344.533,13.8,2.47
1565926350.533,889.6,876.44
1565926367.333,455.89,458.24
1565926372.1330001,13.72,2.58
1565926378.1330001,889.54,876.5
1565926393.733,455.91,458.19
1565926398.533,13.56,2.64
1565926404.533,889.39,876.57
1565926420.1330001,455.92,458.22
1565926424.933,13.67,2.53
1565926430.933,889.53,876.59
1565926447.733,455.89,458.22
1565926452.533,13.61,2.5
1565926458.533,889.39,876.57
1565926474.1330001,455.96,458.23
1565926478.933,13.68,2.42
1565926484.933,889.48,876.41
1565926500.533,455.95,458.23
1565926505.333,13.67,2.5
1565926511.333,889.52,876.4
1565926528.1330001,455.93,458.23
1565926531.733,13.62,2.42
1565926537.733,889.51,876.31
1565926554.533,455.89,458.19
1565926559.333,13.61,2.5
1565926565.333,889.44,876.54
1565926580.933,455.93,458.2
1565926585.733,13.65,2.46
1565926591.733,889.46,876.4
1565926608.533,455.91,458.19
1565926612.1330001,13.64,2.47
1565926618.1330001,889.43,876.36
1565926634.933,455.87,458.18
1565926639.733,13.66,2.75
1565926645.733,889.54,876.64
1565926661.333,455.9,458.18
1565926666.1330001,13.67,2.5
1565926672.1330001,889.42,876.28
1565926688.933,455.88,458.19
1565926692.533,13.65,2.7
1565926698.533,889.25,876.49
1565926715.333,455.95,458.25
1565926720.1330001,13.6,2.46
1565926726.1330001,889.3,876.34
1565926741.733,455.93,458.2
1565926746.533,13.61,2.38
1565926752.533,889.21,876.25
1565926768.1330001,455.93,458.25
1565926772.933,13.52,2.3
1565926778.933,889.21,876.12
1565926795.733,455.91,458.19
1565926800.533,13.55,2.24
1565926806.533,889.28,876.15
1565926822.1330001,455.86,458.18
1565926826.933,13.45,2.59
1565926832.933,888.91,876.3
1565926848.533,455.97,458.22
1565926853.333,13.54,2.51
1565926859.333,889.11,876.35
1565926876.1330001,455.84,458.19
1565926880.933,13.59,2.54
1565926886.933,889.31,876.31
1565926902.533,456.1,458.24
1565926907.333,13.56,2.48
1565926913.333,889.32,876.32
1565926928.933,455.9,458.18
1565926933.733,13.62,2.63
1565926939.733,889.21,876.44
1565926956.533,455.87,458.21
1565926960.1330001,13.6,2.74
1565926966.1330001,889.17,876.64
1565926982.933,455.89,458.18
1565926987.733,13.5,2.38
1565926993.733,889.3,876.23
1565927009.333,455.88,458.21
1565927014.1330001,13.71,2.28
1565927020.1330001,889.59,876.18
1565927036.933,455.93,458.22
1565927040.533,13.63,2.21
1565927046.533,889.49,876.09
1565927063.333,455.87,458.21
1565927068.1330001,13.62,2.2
1565927074.1330001,889.46,876.05
1565927089.733,455.86,458.23
1565927094.533,13.64,2.49
1565927100.533,889.3,876.26
1565927116.1330001,455.93,458.21
