time,BatC1,BatC2
1566021733.733,13.63,2.59
1566021739.733,889.39,876.49
1566021755.333,455.94,458.2
1566021760.1330001,13.67,2.31
1566021766.1330001,889.43,876.09
1566021782.933,455.93,458.24
1566021786.533,13.72,2.24
1566021792.533,889.52,876.01
1566021809.333,455.93,458.21
1566021814.1330001,13.75,2.27
1566021820.1330001,889.59,876.08
1566021835.733,455.96,458.22
1566021840.533,13.78,2.6
1566021846.533,889.66,876.64
1566021863.333,455.98,458.24
1566021866.933,13.7,2.47
1566021872.933,889.49,876.39
1566021889.733,455.92,458.19
1566021894.533,13.7,2.42
1566021900.533,889.55,876.36
1566021916.1330001,455.91,458.27
1566021920.933,13.74,2.54
1566021926.933,889.54,876.44
1566021943.733,455.88,458.19
1566021947.333,13.69,2.44
1566021953.333,889.52,876.32
1566021970.1330001,455.98,458.23
1566021974.933,13.61,2.38
1566021980.933,889.43,876.36
1566021996.533,455.94,458.26
1566022001.333,13.71,2.39
1566022007.333,889.56,876.3
1566022022.933,455.96,458.26
1566022027.733,13.73,2.43
1566022033.733,889.65,876.42
1566022050.533,455.93,458.22
1566022055.333,13.67,2.59
1566022061.333,889.48,876.55
1566022076.933,455.92,458.19
1566022081.733,13.7,2.49
1566022087.733,889.39,876.42
1566022103.333,455.9,458.18
1566022108.1330001,13.7,2.39
1566022114.1330001,889.6,876.35
1566022130.933,455.91,458.22
1566022135.733,13.71,2.43
1566022141.733,889.55,876.31
1566022157.333,455.99,458.27
1566022162.1330001,13.73,2.37
1566022168.1330001,889.56,876.16
1566022183.733,455.88,458.18
1566022188.533,13.7,2.39
1566022194.533,889.59,876.2
1566022211.333,455.96,458.24
1566022214.933,13.67,2.5
1566022220.933,889.62,876.51
1566022237.733,455.87,458.15
1566022242.533,13.81,2.78
1566022248.533,889.67,876.67
1566022264.1330001,455.93,458.24
1566022268.933,13.67,2.37
1566022274.933,889.64,876.39
1566022291.733,455.81,458.13
1566022295.333,13.76,2.73
1566022301.333,889.56,876.69
1566022318.1330001,455.93,458.25
1566022322.933,13.67,2.34
1566022328.933,889.48,876.22
1566022344.533,455.98,458.26
1566022349.333,13.78,2.54
1566022355.333,889.63,876.36
1566022370.933,455.95,458.23
1566022375.733,13.7,2.85
1566022381.733,889.5,876.34
1566022398.533,455.97,458.2
1566022403.333,13.74,2.31
1566022409.333,889.47,875.92
1566022424.933,455.86,458.18
1566022429.733,13.64,2.24
1566022435.733,889.35,875.79
1566022451.333,455.91,458.22
1566022456.1330001,13.64,2.37
1566022462.1330001,889.35,875.84
1566022478.933,455.88,458.19
1566022483.733,13.71,2.4
1566022489.733,889.54,875.94
1566022505.333,455.89,458.2
1566022510.1330001,13.66,2.33
1566022516.1330001,889.38,875.79
1566022531.733,455.97,458.21
1566022536.533,13.77,2.36
1566022542.533,889.54,875.77
1566022559.333,455.86,458.19
1566022562.933,13.7,2.39
1566022568.933,889.4,875.88
1566022585.733,455.93,458.22
1566022590.533,13.67,2.32
1566022596.533,889.37,875.8
1566022612.1330001,455.88,458.21
1566022616.933,13.64,2.26
1566022622.933,889.25,875.71
1566022639.733,455.87,458.23
1566022643.333,13.65,2.23
1566022649.333,889.39,875.79
1566022666.1330001,456.16,458.22
1566022670.933,13.64,2.27
1566022676.933,889.35,875.81
1566022692.533,455.96,458.23
1566022697.333,13.67,2.61
1566022703.333,889.48,876.5
1566022720.1330001,455.89,458.22
1566022723.733,13.74,2.65
1566022729.733,889.4,876.52
1566022746.533,456.0,458.28
1566022751.333,13.66,2.52
1566022757.333,889.55,876.44
1566022772.933,455.92,458.2
1566022777.733,13.71,2.54
1566022783.733,889.51,876.59
1566022799.333,455.87,458.17
1566022804.1330001,13.71,2.47
1566022810.1330001,889.35,876.36
1566022826.933,455.93,458.24
1566022831.733,13.65,2.49
1566022837.733,889.35,876.55
1566022853.333,455.88,458.19
1566022858.1330001,13.7,2.47
1566022864.1330001,889.44,876.5
1566022879.733,455.93,458.25
1566022884.533,13.67,2.43
1566022890.533,889.44,876.55
1566022907.333,455.89,458.2
1566022910.933,13.64,2.5
1566022916.933,889.31,876.54
1566022933.733,455.86,458.14
1566022938.533,13.72,2.41
1566022944.533,889.42,876.34
1566022960.1330001,455.94,458.21
1566022964.933,13.61,2.49
1566022970.933,889.32,876.48
1566022987.733,455.97,458.27
1566022991.333,13.67,2.55
1566022997.333,889.45,876.5
1566023014.1330001,455.89,458.19
1566023018.933,13.65,2.53
1566023024.933,889.44,876.16
1566023040.533,455.88,458.16
1566023045.333,13.7,2.34
1566023051.333,889.4,875.94
1566023068.1330001,455.92,458.25
1566023071.733,13.7,2.37
1566023077.733,889.45,875.86
1566023094.533,455.92,458.19
1566023099.333,13.67,2.19
1566023105.333,889.45,875.74
1566023120.933,455.92,458.25
1566023125.733,13.74,2.3
1566023131.733,889.67,875.88
1566023147.333,455.9,458.21
1566023152.1330001,13.62,2.28
1566023158.1330001,889.4,875.81
1566023174.933,455.94,458.24
1566023179.733,13.71,2.42
1566023185.733,889.43,875.98
1566023201.333,455.97,458.23
1566023206.1330001,13.68,2.3
1566023212.1330001,889.52,875.91
1566023227.733,455.9,458.2
1566023232.533,13.68,2.23
1566023238.533,889.48,875.68
1566023255.333,455.9,458.2
1566023260.1330001,13.67,2.28
1566023266.1330001,889.36,875.73
1566023281.733,455.95,458.26
1566023286.533,13.73,2.29
1566023292.533,889.63,875.96
1566023308.1330001,455.88,458.18
1566023312.933,13.71,2.33
1566023318.933,889.55,875.97
1566023335.733,455.96,458.22
1566023339.333,13.62,2.45
1566023345.333,889.44,875.31
1566023362.1330001,455.85,458.16
1566023366.933,13.7,2.04
1566023372.933,889.63,874.91
1566023388.533,455.96,458.18
1566023393.333,13.68,1.97
1566023399.333,889.58,874.88
1566023416.1330001,455.97,458.24
1566023419.733,13.72,2.1
1566023425.733,889.58,874.93
1566023442.533,455.85,458.19
1566023447.333,13.73,2.35
1566023453.333,889.55,875.16
1566023468.933,455.91,458.21
1566023473.733,13.71,1.95
1566023479.733,889.46,874.65
1566023495.333,455.93,458.21
1566023500.1330001,13.66,2.09
1566023506.1330001,889.49,874.82
1566023522.933,455.95,458.22
1566023527.733,13.69,2.03
1566023533.733,889.48,874.86
1566023549.333,455.96,458.24
1566023554.1330001,13.63,1.88
1566023560.1330001,889.46,874.79
1566023575.733,455.86,458.18
1566023580.533,13.66,1.83
1566023586.533,889.38,874.69
1566023603.333,455.92,458.19
1566023608.1330001,13.71,2.25
1566023614.1330001,889.52,875.07
1566023629.733,455.95,458.21
1566023634.533,13.71,1.97
1566023640.533,889.43,874.71
1566023656.1330001,455.94,458.16
1566023660.933,13.64,2.43
1566023666.933,889.43,875.76
1566023683.733,455.96,458.28
1566023687.333,13.6,2.45
1566023693.333,889.6,875.67
1566023710.1330001,455.95,458.22
1566023714.933,13.72,2.15
1566023720.933,889.55,875.33
1566023736.533,455.93,458.2
1566023741.333,13.72,2.33
1566023747.333,889.55,875.59
1566023764.1330001,455.91,458.19
1566023767.733,13.82,2.29
1566023773.733,889.64,875.51
1566023790.533,455.94,458.22
1566023795.333,13.77,2.37
1566023801.333,889.68,875.63
1566023816.933,456.01,458.22
1566023821.733,13.7,2.22
1566023827.733,889.54,875.39
1566023844.533,455.89,458.2
1566023848.1330001,13.75,2.08
1566023854.1330001,889.77,875.4
1566023870.933,455.89,458.21
1566023875.733,13.83,2.01
1566023881.733,889.8,875.13
1566023897.333,455.89,458.21
1566023902.1330001,13.79,2.1
1566023908.1330001,889.73,875.42
1566023923.733,455.92,458.2
1566023928.533,13.78,2.14
1566023934.533,889.7,875.42
1566023951.333,455.96,458.21
1566023956.1330001,13.72,2.08
1566023962.1330001,889.79,875.46
1566023977.733,455.91,458.2
1566023982.533,13.75,2.45
1566023988.533,889.73,876.34
1566024004.1330001,455.94,458.24
1566024008.933,13.71,2.52
1566024014.933,889.42,876.46
1566024031.733,455.93,458.23
1566024036.533,13.71,2.46
1566024042.533,889.5,876.36
1566024058.1330001,455.92,458.24
1566024062.933,13.65,2.58
1566024068.933,889.41,876.49
1566024084.533,455.93,458.23
1566024089.333,13.64,2.4
1566024095.333,889.35,876.21
1566024112.1330001,455.96,458.23
1566024115.733,13.64,2.48
1566024121.733,889.36,876.34
1566024138.533,455.94,458.24
1566024143.333,13.7,2.41
1566024149.333,889.29,876.32
1566024164.933,455.88,458.18
1566024169.733,13.7,2.6
1566024175.733,889.31,876.47
1566024192.533,455.88,458.21
1566024196.1330001,13.68,2.59
1566024202.1330001,889.33,876.46
1566024218.933,456.01,458.29
1566024223.733,13.65,2.68
1566024229.733,889.43,876.61
1566024245.333,455.96,458.25
1566024250.1330001,13.66,2.71
1566024256.1330001,889.48,876.53
1566024271.733,455.93,458.18
1566024276.533,13.66,2.48
1566024282.533,889.47,876.35
1566024299.333,455.89,458.22
1566024304.1330001,13.66,2.57
1566024310.1330001,889.41,876.37
1566024325.733,455.92,458.27
1566024330.533,13.58,2.57
1566024336.533,889.51,876.39
1566024352.1330001,455.95,458.27
1566024356.933,13.68,2.37
1566024362.933,889.57,876.15
1566024379.733,455.93,458.25
1566024384.533,13.71,2.4
1566024390.533,889.44,876.15
1566024406.1330001,455.92,458.23
1566024410.933,13.68,2.58
1566024416.933,889.41,876.25
1566024432.533,455.92,458.22
1566024437.333,13.72,2.45
1566024443.333,889.54,876.35
1566024460.1330001,455.96,458.24
1566024463.733,13.75,2.66
1566024469.733,889.43,876.41
1566024486.533,455.91,458.2
1566024491.333,13.73,2.55
1566024497.333,889.51,876.32
1566024512.933,455.91,458.25
1566024517.733,13.75,2.6
1566024523.733,889.43,876.35
1566024540.533,455.83,458.2
1566024544.1330001,13.65,2.5
1566024550.1330001,889.48,876.33
1566024566.933,456.03,458.21
1566024571.733,13.7,2.58
1566024577.733,889.45,876.46
1566024593.333,455.99,458.27
1566024598.1330001,13.67,2.43
1566024604.1330001,889.49,876.3
1566024620.933,455.97,458.28
1566024624.533,13.7,2.63
1566024630.533,889.52,876.21
1566024647.333,455.88,458.19
1566024652.1330001,13.65,2.27
1566024658.1330001,889.41,875.69
1566024673.733,455.9,458.2
1566024678.533,13.66,2.38
1566024684.533,889.41,875.75
1566024700.1330001,455.94,458.24
1566024704.933,13.67,2.27
1566024710.933,889.52,875.72
1566024727.733,455.93,458.23
1566024732.533,13.72,2.29
1566024738.533,889.47,875.73
1566024754.1330001,455.88,458.23
1566024758.933,13.71,2.44
1566024764.933,889.42,875.76
1566024780.533,455.9,458.2
1566024785.333,13.76,2.33
1566024791.333,889.6,875.68
1566024808.1330001,455.94,458.2
1566024812.933,13.74,2.26
1566024818.933,889.66,875.73
1566024834.533,455.93,458.24
1566024839.333,13.78,2.34
1566024845.333,889.6,875.62
1566024860.933,455.92,458.21
1566024865.733,13.74,2.27
1566024871.733,889.62,875.53
1566024888.533,455.95,458.25
1566024892.1330001,13.66,2.32
1566024898.1330001,889.54,875.76
1566024914.933,456.06,458.23
1566024919.733,13.75,2.2
1566024925.733,889.51,875.51
1566024941.333,455.98,458.26
1566024946.1330001,13.68,2.48
1566024952.1330001,889.51,876.15
1566024968.933,455.95,458.26
1566024972.533,13.71,2.23
1566024978.533,889.45,875.81
1566024995.333,456.0,458.26
1566025000.1330001,13.65,2.53
1566025006.1330001,889.46,876.08
1566025021.733,455.98,458.2
1566025026.533,13.75,2.27
1566025032.533,889.48,875.75
1566025048.1330001,455.87,458.19
1566025052.933,13.67,2.29
1566025058.933,889.47,875.84
1566025075.733,455.85,458.16
1566025080.533,13.74,2.49
1566025086.533,889.54,875.94
1566025102.1330001,455.97,458.26
1566025106.933,13.7,2.4
1566025112.933,889.49,875.98
1566025128.533,455.88,458.14
1566025133.333,13.71,2.47
1566025139.333,889.48,876.05
1566025156.1330001,455.92,458.22
1566025160.933,13.76,2.46
1566025166.933,889.53,876.0
1566025182.533,455.89,458.25
1566025187.333,13.77,2.3
1566025193.333,889.68,875.94
1566025208.933,455.88,458.2
1566025213.733,13.72,2.4
1566025219.733,889.55,876.04
1566025236.533,456.09,458.26
1566025240.1330001,13.72,2.4
1566025246.1330001,889.34,875.97
1566025262.933,455.99,458.24
1566025267.733,13.72,2.66
1566025273.733,889.62,876.28
1566025289.333,455.89,458.2
1566025294.1330001,13.65,2.32
1566025300.1330001,889.61,875.92
1566025316.933,455.88,458.19
1566025320.533,13.78,2.48
1566025326.533,889.57,875.92
1566025343.333,455.91,458.21
1566025348.1330001,13.69,2.39
1566025354.1330001,889.54,875.86
1566025369.733,455.94,458.19
1566025374.533,13.64,2.26
1566025380.533,889.48,875.86
1566025397.333,455.91,458.23
1566025400.933,13.63,2.45
1566025406.933,889.59,876.03
1566025423.733,455.91,458.19
1566025428.533,13.77,2.26
1566025434.533,889.63,875.61
1566025450.1330001,455.94,458.21
1566025454.933,13.66,2.27
1566025460.933,889.55,875.72
1566025476.533,455.9,458.19
1566025481.333,13.73,2.25
1566025487.333,889.6,875.69
1566025504.1330001,456.0,458.28
1566025508.933,13.65,2.4
1566025514.933,889.41,875.91
1566025530.533,455.95,458.22
1566025535.333,13.64,2.35
1566025541.333,889.35,875.83
1566025556.933,455.9,458.2
1566025561.733,13.67,2.24
1566025567.733,889.48,875.75
1566025584.533,455.91,458.24
1566025588.1330001,13.76,2.64
1566025594.1330001,889.38,876.45
1566025610.933,455.93,458.2
1566025615.733,13.63,2.59
1566025621.733,889.31,876.51
1566025637.333,455.93,458.24
1566025642.1330001,13.71,2.41
1566025648.1330001,889.54,876.27
1566025664.933,455.92,458.21
1566025668.533,13.72,2.45
1566025674.533,889.67,876.38
1566025691.333,455.91,458.24
1566025696.1330001,13.73,2.61
1566025702.1330001,889.59,876.45
1566025717.733,456.08,458.21
1566025722.533,13.76,2.53
1566025728.533,889.5,876.39
1566025745.333,455.93,458.26
1566025748.933,13.6,2.59
1566025754.933,889.41,876.6
1566025771.733,455.91,458.24
1566025776.533,13.73,2.66
1566025782.533,889.59,876.65
1566025798.1330001,455.86,458.16
1566025802.933,13.64,2.62
1566025808.933,889.41,876.49
1566025824.533,455.93,458.22
1566025829.333,13.69,2.52
1566025835.333,889.51,876.36
1566025852.1330001,455.94,458.26
1566025856.933,13.66,2.48
1566025862.933,889.42,876.28
1566025878.533,455.92,458.18
1566025883.333,13.71,2.34
1566025889.333,889.61,876.23
1566025904.933,455.96,458.25
1566025909.733,13.7,2.74
1566025915.733,889.41,876.58
1566025932.533,455.89,458.22
1566025937.333,13.64,2.49
1566025943.333,889.41,876.41
1566025958.933,455.91,458.2
1566025963.733,13.69,2.66
1566025969.733,889.52,876.7
1566025985.333,455.94,458.22
1566025990.1330001,13.68,2.4
1566025996.1330001,889.46,876.46
1566026012.933,455.89,458.18
1566026016.533,13.73,2.52
1566026022.533,889.5,876.43
1566026039.333,455.93,458.2
1566026044.1330001,13.74,2.51
1566026050.1330001,889.56,876.46
1566026065.733,455.92,458.25
1566026070.533,13.72,2.33
1566026076.533,889.5,876.25
1566026093.333,455.94,458.25
1566026096.933,13.67,2.42
1566026102.933,889.4,876.36
1566026119.733,455.94,458.19
1566026124.533,13.69,2.47
1566026130.533,889.49,876.4
1566026146.1330001,455.91,458.2
1566026150.933,13.69,2.52
1566026156.933,889.52,876.61
1566026172.533,455.95,458.24
1566026177.333,13.65,2.64
1566026183.333,889.53,876.72
1566026200.1330001,455.95,458.21
1566026204.933,13.74,2.59
1566026210.933,889.59,876.67
1566026226.533,455.93,458.25
1566026231.333,13.77,2.64
1566026237.333,889.65,875.95
1566026252.933,455.92,458.2
1566026257.733,13.64,2.19
1566026263.733,889.34,875.39
1566026280.533,455.92,458.28
1566026285.333,13.72,2.58
1566026291.333,889.42,875.79
1566026306.933,455.91,458.19
1566026311.733,13.72,2.23
1566026317.733,889.46,875.51
1566026333.333,455.89,458.2
1566026338.1330001,13.75,2.15
1566026344.1330001,889.45,875.47
1566026360.933,455.9,458.17
1566026364.533,13.73,2.3
1566026370.533,889.52,875.57
1566026387.333,455.99,458.26
1566026392.1330001,13.66,2.18
1566026398.1330001,889.48,875.57
1566026413.733,455.89,458.2
1566026418.533,13.72,2.43
1566026424.533,889.54,875.69
1566026441.333,455.84,458.14
1566026444.933,13.68,2.23
1566026450.933,889.4,875.47
1566026467.733,456.04,458.2
1566026472.533,13.66,2.24
1566026478.533,889.46,875.5
1566026494.1330001,455.96,458.25
1566026498.933,13.71,2.4
1566026504.933,889.54,875.68
1566026521.733,455.97,458.27
1566026525.333,13.7,2.37
1566026531.333,889.45,875.59
1566026548.1330001,455.93,458.26
1566026552.933,13.76,2.6
1566026558.933,889.58,875.95
1566026574.533,455.93,458.23
1566026579.333,13.58,2.43
1566026585.333,889.57,875.67
1566026600.933,455.89,458.16
1566026605.733,13.68,2.2
1566026611.733,889.59,875.48
1566026628.533,456.13,458.25
1566026633.333,13.78,2.45
1566026639.333,889.57,875.72
1566026654.933,455.93,458.24
1566026659.733,13.79,2.28
1566026665.733,889.59,875.56
1566026681.333,455.91,458.22
1566026686.1330001,13.68,2.23
1566026692.1330001,889.58,875.67
1566026708.933,455.94,458.23
1566026713.733,13.7,2.31
1566026719.733,889.49,875.57
1566026735.333,455.92,458.22
1566026740.1330001,13.78,2.28
1566026746.1330001,889.54,875.64
1566026761.733,455.9,458.23
1566026766.533,13.77,2.51
1566026772.533,889.52,875.82
1566026789.333,455.92,458.21
1566026792.933,13.76,2.27
1566026798.933,889.66,875.69
1566026815.733,455.93,458.2
1566026820.533,13.76,2.35
1566026826.533,889.61,875.74
1566026842.1330001,455.9,458.17
1566026846.933,13.78,2.34
1566026852.933,889.67,875.64
1566026869.733,455.9,458.27
1566026873.333,13.74,2.68
1566026879.333,889.62,876.03
1566026896.1330001,455.89,458.19
1566026900.933,13.77,2.31
1566026906.933,889.46,875.6
1566026922.533,455.91,458.19
1566026927.333,13.64,2.2
1566026933.333,889.4,875.61
1566026948.933,455.97,458.21
1566026953.733,13.69,2.42
1566026959.733,889.35,875.8
1566026976.533,455.95,458.19
1566026981.333,13.65,2.2
1566026987.333,889.45,875.68
1566027002.933,455.92,458.2
1566027007.733,13.74,2.44
1566027013.733,889.45,875.84
1566027029.333,455.92,458.19
1566027034.1330001,13.71,2.46
1566027040.1330001,889.42,875.96
1566027056.933,455.91,458.21
1566027061.733,13.67,2.58
1566027067.733,889.39,876.08
1566027083.333,455.95,458.19
1566027088.1330001,13.62,2.29
1566027094.1330001,889.25,875.62
1566027109.733,455.96,458.25
1566027114.533,13.59,2.26
1566027120.533,889.2,875.71
1566027137.333,455.96,458.27
1566027140.933,13.64,2.52
1566027146.933,889.31,875.87
1566027163.733,455.95,458.27
1566027168.533,13.6,2.21
1566027174.533,889.21,875.53
1566027190.1330001,455.91,458.24
1566027194.933,13.72,2.64
1566027200.933,889.38,876.37
1566027217.733,455.9,458.27
1566027221.333,13.64,2.46
1566027227.333,889.35,876.28
1566027244.1330001,455.94,458.23
1566027248.933,13.77,2.64
1566027254.933,889.59,876.49
1566027270.533,455.89,458.21
1566027275.333,13.75,2.59
1566027281.333,889.5,876.43
1566027298.1330001,455.93,458.22
1566027301.733,13.74,2.53
1566027307.733,889.46,876.27
1566027324.533,455.87,458.19
1566027329.333,13.76,2.61
1566027335.333,889.47,876.41
1566027350.933,455.96,458.27
1566027355.733,13.78,2.53
1566027361.733,889.72,876.45
1566027377.333,455.94,458.23
1566027382.1330001,13.72,2.51
1566027388.1330001,889.57,876.35
1566027404.933,455.93,458.28
1566027409.733,13.8,2.47
1566027415.733,889.72,876.35
1566027431.333,455.9,458.25
1566027436.1330001,13.72,2.38
1566027442.1330001,889.58,876.26
1566027457.733,455.96,458.27
1566027462.533,13.66,2.65
1566027468.533,889.66,876.6
1566027485.333,455.91,458.22
1566027490.1330001,13.74,2.46
1566027496.1330001,889.72,876.33
1566027511.733,455.91,458.19
1566027516.533,13.73,2.67
1566027522.533,889.64,875.71
1566027538.1330001,456.02,458.26
1566027542.933,13.66,2.18
1566027548.933,889.58,875.15
1566027565.733,455.88,458.15
1566027569.333,13.77,2.27
1566027575.333,889.78,875.42
1566027592.1330001,455.92,458.24
1566027596.933,13.85,2.15
1566027602.933,889.83,875.29
1566027618.533,455.96,458.24
1566027623.333,13.81,2.1
1566027629.333,889.67,875.08
1566027646.1330001,456.06,458.2
1566027649.733,13.76,2.13
1566027655.733,889.68,875.04
1566027672.533,455.88,458.18
1566027677.333,13.76,2.33
1566027683.333,889.74,875.32
1566027698.933,455.92,458.18
1566027703.733,13.74,2.15
1566027709.733,889.69,875.12
1566027725.333,455.92,458.19
1566027730.1330001,13.69,2.31
1566027736.1330001,889.61,875.39
1566027752.933,455.91,458.2
1566027757.733,13.74,2.12
1566027763.733,889.72,875.2
1566027779.333,455.95,458.22
1566027784.1330001,13.77,2.28
1566027790.1330001,889.82,875.34
1566027805.733,455.96,458.23
1566027810.533,13.8,2.09
1566027816.533,889.73,875.0
1566027833.333,455.9,458.21
1566027838.1330001,13.84,2.61
1566027844.1330001,889.93,876.16
1566027859.733,455.92,458.22
1566027864.533,13.82,2.15
1566027870.533,889.37,875.67
1566027886.1330001,455.97,458.24
1566027890.933,13.63,2.39
1566027896.933,889.17,875.84
1566027913.733,455.92,458.23
1566027917.333,13.52,2.42
1566027923.333,889.03,875.88
1566027940.1330001,455.9,458.18
1566027944.933,13.56,2.42
1566027950.933,889.2,876.0
1566027966.533,455.89,458.22
1566027971.333,13.57,2.33
1566027977.333,889.15,875.84
1566027994.1330001,455.91,458.23
1566027997.733,13.63,2.45
1566028003.733,889.19,875.88
1566028020.533,455.91,458.23
1566028025.333,13.63,2.46
1566028031.333,889.23,875.9
1566028046.933,455.89,458.23
1566028051.733,13.54,2.42
1566028057.733,889.2,876.09
1566028074.533,455.91,458.24
1566028078.1330001,13.62,2.54
1566028084.1330001,889.26,876.09
1566028100.933,455.93,458.21
1566028105.733,13.64,2.35
1566028111.733,889.25,875.87
1566028127.333,455.91,458.24
1566028132.1330001,13.59,2.4
1566028138.1330001,889.18,875.9
1566028153.733,455.96,458.23
1566028158.533,13.52,2.59
1566028164.533,889.02,876.11
1566028181.333,456.05,458.24
1566028186.1330001,13.64,2.52
1566028192.1330001,889.39,875.95
1566028207.733,456.14,458.26
1566028212.533,13.71,2.24
1566028218.533,889.47,875.61
1566028234.1330001,455.92,458.23
1566028238.933,13.62,2.35
1566028244.933,889.36,875.79
1566028261.733,455.93,458.25
1566028265.333,13.69,2.3
1566028271.333,889.37,875.68
1566028288.1330001,455.89,458.19
1566028292.933,13.62,2.35
1566028298.933,889.31,875.62
1566028314.533,455.89,458.15
1566028319.333,13.63,2.44
1566028325.333,889.44,875.98
1566028342.1330001,455.94,458.22
1566028345.733,13.63,2.32
1566028351.733,889.43,875.88
1566028368.533,455.89,458.19
1566028373.333,13.61,2.37
1566028379.333,889.37,875.88
1566028394.933,455.95,458.2
1566028399.733,13.69,2.59
1566028405.733,889.29,875.98
1566028422.533,455.88,458.21
1566028426.1330001,13.6,2.25
1566028432.1330001,889.32,875.76
1566028448.933,455.97,458.26
1566028453.733,13.6,2.39
1566028459.733,889.38,875.92
1566028475.333,455.88,458.18
1566028480.1330001,13.65,2.6
1566028486.1330001,889.33,876.19
1566028501.733,455.95,458.25
1566028506.533,13.62,2.29
1566028512.533,889.36,875.88
1566028529.333,455.93,458.19
1566028534.1330001,13.61,2.55
1566028540.1330001,889.28,876.22
1566028555.733,455.91,458.22
1566028560.533,13.65,2.58
1566028566.533,889.17,876.08
1566028582.1330001,455.92,458.23
1566028586.933,13.65,2.41
1566028592.933,889.41,876.01
1566028609.733,455.88,458.24
1566028614.533,13.66,2.52
1566028620.533,889.31,876.11
1566028636.1330001,455.96,458.25
1566028640.933,13.66,2.47
1566028646.933,889.32,876.03
1566028662.533,455.9,458.19
1566028667.333,13.61,2.47
1566028673.333,889.29,876.13
1566028690.1330001,455.97,458.2
1566028693.733,13.61,2.42
1566028699.733,889.27,875.99
1566028716.533,455.87,458.16
1566028721.333,13.61,2.43
1566028727.333,889.31,876.08
1566028742.933,455.91,458.23
1566028747.733,13.61,2.43
1566028753.733,889.39,876.02
1566028770.533,455.91,458.23
1566028774.1330001,13.68,2.49
1566028780.1330001,889.41,876.08
1566028796.933,455.88,458.21
1566028801.733,13.65,2.58
1566028807.733,889.27,876.17
1566028823.333,455.89,458.21
1566028828.1330001,13.6,2.32
1566028834.1330001,889.6,876.07
1566028849.733,455.92,458.22
1566028854.533,13.71,2.45
1566028860.533,889.49,876.12
1566028877.333,455.93,458.25
1566028882.1330001,13.67,2.42
1566028888.1330001,889.37,876.12
1566028903.733,456.0,458.26
1566028908.533,13.68,2.43
1566028914.533,889.44,876.1
1566028930.1330001,455.92,458.25
1566028934.933,13.73,2.42
1566028940.933,889.65,876.12
1566028957.733,455.94,458.27
1566028962.533,13.66,2.48
1566028968.533,889.49,876.3
1566028984.1330001,455.92,458.23
1566028988.933,13.67,2.47
1566028994.933,889.36,876.26
1566029010.533,455.96,458.21
1566029015.333,13.7,2.44
1566029021.333,889.45,876.26
1566029038.1330001,455.93,458.25
1566029041.733,13.65,2.58
1566029047.733,889.47,876.32
1566029064.533,455.96,458.27
1566029069.333,13.68,2.4
1566029075.333,889.44,876.04
1566029090.933,455.9,458.2
1566029095.733,13.76,2.71
1566029101.733,889.56,876.39
1566029118.533,455.89,458.21
1566029122.1330001,13.69,2.6
1566029128.1330001,889.43,875.42
1566029144.933,455.94,458.21
1566029149.733,13.68,2.16
1566029155.733,889.48,874.9
1566029171.333,455.91,458.22
1566029176.1330001,13.66,2.16
1566029182.1330001,889.37,874.94
1566029198.933,455.94,458.18
1566029202.533,13.68,2.2
1566029208.533,889.47,875.0
1566029225.333,455.99,458.24
1566029230.1330001,13.57,1.86
1566029236.1330001,889.3,874.63
1566029251.733,455.87,458.15
1566029256.533,13.59,1.91
1566029262.533,889.26,874.7
1566029278.1330001,455.91,458.15
1566029282.933,13.65,2.02
1566029288.933,889.32,874.74
1566029305.733,456.0,458.21
1566029310.533,13.64,2.36
1566029316.533,889.3,875.02
1566029332.1330001,455.95,458.24
1566029336.933,13.61,2.0
1566029342.933,889.35,874.65
1566029358.533,455.92,458.2
1566029363.333,13.68,2.03
1566029369.333,889.4,874.59
1566029386.1330001,455.93,458.14
1566029390.933,13.6,1.89
1566029396.933,889.33,874.55
1566029412.533,455.9,458.19
1566029417.333,13.63,2.13
1566029423.333,889.26,874.83
1566029438.933,455.94,458.23
1566029443.733,13.55,2.23
1566029449.733,889.19,875.91
1566029466.533,455.91,458.23
1566029470.1330001,13.6,2.41
1566029476.1330001,889.39,875.99
1566029492.933,456.03,458.3
1566029497.733,13.72,2.48
1566029503.733,889.55,876.12
1566029519.333,455.98,458.24
1566029524.1330001,13.66,2.41
1566029530.1330001,889.4,876.15
1566029546.933,455.97,458.21
1566029550.533,13.73,2.51
1566029556.533,889.45,876.03
1566029573.333,455.98,458.23
1566029578.1330001,13.68,2.43
1566029584.1330001,889.57,876.03
1566029599.733,455.89,458.24
1566029604.533,13.72,2.32
1566029610.533,889.49,875.89
1566029626.1330001,455.95,458.21
1566029630.933,13.78,2.54
1566029636.933,889.63,876.08
1566029653.733,455.92,458.2
1566029658.533,13.8,2.43
1566029664.533,889.61,875.91
1566029680.1330001,455.91,458.25
1566029684.933,13.77,2.47
1566029690.933,889.78,876.11
1566029706.533,455.88,458.2
1566029711.333,13.73,2.43
1566029717.333,889.57,876.02
1566029734.1330001,455.96,458.25
1566029738.933,13.75,2.48
1566029744.933,889.65,876.11
1566029760.533,455.93,458.22
1566029765.333,13.79,2.61
1566029771.333,889.59,876.46
1566029786.933,455.94,458.18
1566029791.733,13.71,2.42
1566029797.733,889.23,876.22
1566029814.533,455.95,458.26
1566029818.1330001,13.61,2.42
