time,C1M2Ctime,C2M2Ctime
1565910876.533,2.313978,2.331665
1565910893.333,2.327396,2.338701
1565910902.933,2.314012,2.33163
1565910919.733,2.32742,2.338737
1565910930.533,2.314009,2.331676
1565910946.1330001,2.327406,2.338723
1565910956.933,2.314019,2.331671
1565910973.733,2.327418,2.338755
1565910983.333,2.314014,2.331672
1565911000.1330001,2.327435,2.338688
1565911010.933,2.313998,2.33164
1565911026.533,2.327411,2.338737
1565911037.333,2.314021,2.331651
1565911052.933,2.327427,2.338769
1565911063.733,2.314031,2.331689
1565911080.533,2.32744,2.338698
1565911091.333,2.314,2.331559
1565911106.933,2.327425,2.338678
1565911117.733,2.314026,2.331684
1565911133.333,2.327435,2.338687
1565911144.1330001,2.314029,2.331565
1565911160.933,2.327405,2.338673
1565911171.733,2.313986,2.33157
1565911187.333,2.327395,2.338696
1565911198.1330001,2.31402,2.331737
1565911213.733,2.327411,2.338695
1565911224.533,2.313998,2.33162
1565911241.333,2.327413,2.338687
1565911250.933,2.313984,2.331642
1565911267.733,2.327407,2.338714
1565911278.533,2.314019,2.331738
1565911294.1330001,2.327428,2.338753
1565911304.933,2.314028,2.331612
1565911321.733,2.32742,2.338726
1565911331.333,2.314029,2.331604
1565911348.1330001,2.327421,2.338732
1565911358.933,2.313994,2.331619
1565911374.533,2.327428,2.338706
1565911385.333,2.314005,2.331763
1565911402.1330001,2.327416,2.338744
1565911411.733,2.314021,2.33163
1565911428.533,2.327415,2.33875
1565911439.333,2.313997,2.331768
1565911454.933,2.327423,2.338688
1565911465.733,2.314025,2.331597
1565911481.333,2.327412,2.338752
1565911492.1330001,2.314031,2.331649
1565911508.933,2.327396,2.338748
1565911519.733,2.31406,2.331707
1565911535.333,2.327417,2.338743
1565911546.1330001,2.314,2.331609
1565911561.733,2.327404,2.338728
1565911572.533,2.314015,2.3316
1565911589.333,2.327405,2.338722
1565911600.1330001,2.314002,2.331567
1565911615.733,2.327407,2.338717
1565911626.533,2.314029,2.331616
1565911642.1330001,2.32741,2.338752
1565911652.933,2.314025,2.33172
1565911669.733,2.327435,2.338762
1565911679.333,2.314001,2.331773
1565911696.1330001,2.327406,2.338656
1565911706.933,2.314009,2.331671
1565911722.533,2.327429,2.338709
1565911733.333,2.314036,2.331638
1565911750.1330001,2.327434,2.338701
1565911759.733,2.314012,2.331555
1565911776.533,2.327414,2.338738
1565911787.333,2.314008,2.331645
1565911802.933,2.327434,2.338773
1565911813.733,2.314025,2.331702
1565911829.333,2.327411,2.338681
1565911840.1330001,2.314018,2.331573
1565911856.933,2.327404,2.338692
1565911867.733,2.314019,2.331618
1565911883.333,2.327409,2.338744
1565911894.1330001,2.314023,2.331651
1565911909.733,2.327405,2.338704
1565911920.533,2.314041,2.331772
1565911937.333,2.327407,2.338705
1565911948.1330001,2.313994,2.331675
1565911963.733,2.327416,2.338722
1565911974.533,2.314005,2.33169
1565911990.1330001,2.327418,2.338703
1565912000.933,2.314063,2.331653
1565912017.733,2.32743,2.338707
1565912027.333,2.314022,2.331701
1565912044.1330001,2.327426,2.338698
1565912054.933,2.313992,2.331717
1565912070.533,2.327417,2.33874
1565912081.333,2.314022,2.331627
1565912098.1330001,2.327423,2.338734
1565912107.733,2.314033,2.331705
1565912124.533,2.327423,2.338752
1565912135.333,2.314019,2.331729
1565912150.933,2.327418,2.33869
1565912161.733,2.314032,2.331645
1565912178.533,2.327401,2.338704
1565912188.1330001,2.314002,2.331578
1565912204.933,2.327408,2.338753
1565912215.733,2.314004,2.33162
1565912231.333,2.327405,2.338743
1565912242.1330001,2.313988,2.331643
1565912257.733,2.327408,2.338725
1565912268.533,2.314024,2.331669
1565912285.333,2.32741,2.338747
1565912296.1330001,2.314007,2.331521
1565912311.733,2.327405,2.338761
1565912322.533,2.314036,2.331618
1565912338.1330001,2.327417,2.338757
1565912348.933,2.314013,2.331619
1565912365.733,2.327413,2.338746
1565912376.533,2.314008,2.331588
1565912392.1330001,2.327406,2.33873
1565912402.933,2.314016,2.331649
1565912418.533,2.32742,2.338677
1565912429.333,2.313995,2.331772
1565912446.1330001,2.32743,2.338752
1565912455.733,2.314009,2.331615
1565912472.533,2.327417,2.338676
1565912483.333,2.313987,2.331658
1565912498.933,2.327416,2.338804
1565912509.733,2.314029,2.33168
1565912526.533,2.327407,2.33873
1565912536.1330001,2.314006,2.331688
1565912552.933,2.327411,2.338694
1565912563.733,2.314002,2.331567
1565912579.333,2.327411,2.338677
1565912590.1330001,2.31402,2.331549
1565912605.733,2.327403,2.338687
1565912616.533,2.314012,2.331589
1565912633.333,2.327398,2.338764
1565912644.1330001,2.314033,2.331649
1565912659.733,2.327427,2.338713
1565912670.533,2.313993,2.331666
1565912686.1330001,2.327412,2.338711
1565912696.933,2.314002,2.331669
1565912713.733,2.327419,2.33873
1565912724.533,2.314038,2.331683
1565912740.1330001,2.327419,2.338681
1565912750.933,2.314005,2.331623
1565912766.533,2.32744,2.338725
1565912777.333,2.314058,2.331629
1565912794.1330001,2.327419,2.338712
1565912803.733,2.314012,2.331623
1565912820.533,2.327444,2.338719
1565912831.333,2.314026,2.331702
1565912846.933,2.327424,2.338665
1565912857.733,2.31405,2.331638
1565912874.533,2.327425,2.338692
1565912884.1330001,2.314004,2.331641
1565912900.933,2.327403,2.338736
1565912911.733,2.314037,2.331725
1565912927.333,2.327436,2.338749
1565912938.1330001,2.314008,2.331663
1565912954.933,2.327417,2.338744
1565912964.533,2.31402,2.33165
1565912981.333,2.327413,2.338731
1565912992.1330001,2.314058,2.331616
1565913007.733,2.327424,2.338704
1565913018.533,2.31403,2.331683
1565913034.1330001,2.327424,2.338738
1565913044.933,2.314029,2.331657
1565913061.733,2.327438,2.338757
1565913072.533,2.31402,2.331541
1565913088.1330001,2.327399,2.33877
1565913098.933,2.314026,2.331651
1565913114.533,2.327441,2.338632
1565913125.333,2.314011,2.331685
1565913142.1330001,2.327426,2.338734
1565913151.733,2.31402,2.331679
1565913168.533,2.327441,2.338679
1565913179.333,2.314004,2.331598
1565913194.933,2.327434,2.338724
1565913205.733,2.314,2.331702
1565913222.533,2.327414,2.338697
1565913232.1330001,2.313993,2.331577
1565913248.933,2.327393,2.338757
1565913259.733,2.314028,2.331583
1565913275.333,2.327389,2.338703
1565913286.1330001,2.314007,2.331547
1565913302.933,2.327392,2.338726
1565913312.533,2.314006,2.331725
1565913329.333,2.327412,2.338715
1565913340.1330001,2.314018,2.331669
1565913355.733,2.327406,2.338776
1565913366.533,2.314007,2.331607
1565913382.1330001,2.32743,2.338727
1565913392.933,2.314017,2.331613
1565913409.733,2.327418,2.338779
1565913420.533,2.314027,2.331619
1565913436.1330001,2.327429,2.338732
1565913446.933,2.314034,2.331626
1565913462.533,2.327422,2.338721
1565913473.333,2.31403,2.331738
1565913490.1330001,2.327446,2.338751
1565913500.933,2.314016,2.331499
1565913516.533,2.327435,2.338722
1565913527.333,2.314036,2.331603
1565913542.933,2.327402,2.338737
1565913553.733,2.314031,2.331704
1565913570.533,2.3274,2.338702
1565913580.1330001,2.314041,2.331635
1565913596.933,2.327399,2.338696
1565913607.733,2.314036,2.331651
1565913623.333,2.327399,2.338706
1565913634.1330001,2.313992,2.33163
1565913650.933,2.327399,2.338717
1565913660.533,2.314011,2.331657
1565913677.333,2.327408,2.338729
1565913688.1330001,2.31405,2.331631
1565913703.733,2.327409,2.338699
1565913714.533,2.313999,2.33166
1565913730.1330001,2.327421,2.338694
1565913740.933,2.314027,2.331667
1565913757.733,2.32741,2.338692
1565913768.533,2.314024,2.33166
1565913784.1330001,2.327393,2.338778
1565913794.933,2.314037,2.331655
1565913810.533,2.327432,2.338719
1565913821.333,2.31401,2.331631
1565913838.1330001,2.327421,2.338712
1565913848.933,2.314027,2.331614
1565913864.533,2.32743,2.338681
1565913875.333,2.313996,2.331692
1565913890.933,2.327389,2.338742
1565913901.733,2.313994,2.3317
1565913918.533,2.327422,2.338728
1565913928.1330001,2.314042,2.331733
1565913944.933,2.327405,2.338699
1565913955.733,2.31403,2.331627
1565913971.333,2.327402,2.338687
1565913982.1330001,2.314037,2.331592
1565913998.933,2.3274,2.338736
1565914008.533,2.314018,2.331597
1565914025.333,2.32742,2.338725
1565914036.1330001,2.313976,2.331629
1565914051.733,2.327403,2.338695
1565914062.533,2.314036,2.331609
1565914079.333,2.327419,2.338696
1565914088.933,2.314002,2.331615
1565914105.733,2.327407,2.338742
1565914116.533,2.314029,2.331599
1565914132.1330001,2.327423,2.338733
1565914142.933,2.314,2.331627
1565914158.533,2.327446,2.338722
1565914169.333,2.314033,2.331691
1565914186.1330001,2.32743,2.338737
1565914196.933,2.314035,2.33173
1565914212.533,2.327423,2.338733
1565914223.333,2.314037,2.331604
1565914238.933,2.327401,2.338732
1565914249.733,2.314009,2.331581
1565914266.533,2.327405,2.338722
1565914277.333,2.314027,2.331622
1565914292.933,2.327399,2.33875
1565914303.733,2.314036,2.331681
1565914319.333,2.327393,2.338777
1565914330.1330001,2.314011,2.331627
1565914346.933,2.327435,2.338706
1565914356.533,2.314001,2.33165
1565914373.333,2.32742,2.338728
1565914384.1330001,2.314008,2.331682
1565914399.733,2.327422,2.338768
1565914410.533,2.314021,2.33167
1565914427.333,2.327421,2.338744
1565914436.933,2.314036,2.331671
1565914453.733,2.327422,2.33874
1565914464.533,2.314042,2.331546
1565914480.1330001,2.327422,2.338735
1565914490.933,2.314008,2.331692
1565914506.533,2.327442,2.338671
1565914517.333,2.31403,2.331673
1565914534.1330001,2.327448,2.338756
1565914544.933,2.314028,2.331681
1565914560.533,2.327434,2.338696
1565914571.333,2.31399,2.331708
1565914586.933,2.32739,2.338685
1565914597.733,2.314017,2.331576
1565914614.533,2.327397,2.338695
1565914625.333,2.314017,2.33167
1565914640.933,2.327404,2.338701
1565914651.733,2.314024,2.331596
1565914667.333,2.327435,2.338707
1565914678.1330001,2.313992,2.331594
1565914694.933,2.327429,2.33868
1565914704.533,2.314017,2.3316
1565914721.333,2.327396,2.338714
1565914732.1330001,2.314051,2.331585
1565914747.733,2.327413,2.338654
1565914758.533,2.314005,2.331612
1565914775.333,2.327433,2.338826
1565914784.933,2.314021,2.331618
1565914801.733,2.327429,2.338727
1565914812.533,2.314033,2.331672
1565914828.1330001,2.327402,2.338705
1565914838.933,2.314024,2.33163
1565914855.733,2.32743,2.33873
1565914865.333,2.314018,2.331694
1565914882.1330001,2.327434,2.338755
1565914892.933,2.314043,2.331604
1565914908.533,2.327435,2.338738
1565914919.333,2.313981,2.331606
1565914934.933,2.327399,2.338695
1565914945.733,2.314015,2.331519
1565914962.533,2.327414,2.338712
1565914973.333,2.314003,2.331687
1565914988.933,2.327413,2.338764
1565914999.733,2.314008,2.331666
1565915015.333,2.327408,2.338729
1565915026.1330001,2.314023,2.331618
1565915042.933,2.327413,2.338716
1565915053.733,2.314032,2.331638
1565915069.333,2.327414,2.3387
1565915080.1330001,2.314057,2.331684
1565915095.733,2.327417,2.338721
1565915106.533,2.313987,2.331499
1565915123.333,2.327425,2.33873
1565915132.933,2.31403,2.331629
1565915149.733,2.327415,2.338794
1565915160.533,2.314,2.331637
1565915176.1330001,2.327424,2.338667
1565915186.933,2.313997,2.331554
1565915203.733,2.32743,2.338724
1565915213.333,2.314011,2.33156
1565915230.1330001,2.327434,2.33868
1565915240.933,2.314047,2.33172
1565915256.533,2.327451,2.338797
1565915267.333,2.314027,2.331663
1565915282.933,2.32741,2.338767
1565915293.733,2.314028,2.331698
1565915310.533,2.327389,2.338661
1565915321.333,2.314038,2.331696
1565915336.933,2.32741,2.338703
1565915347.733,2.314024,2.331674
1565915363.333,2.327407,2.33867
1565915374.1330001,2.314023,2.331595
1565915390.933,2.32741,2.338713
1565915401.733,2.314029,2.331602
1565915417.333,2.327413,2.33871
1565915428.1330001,2.314,2.331726
1565915443.733,2.327424,2.338696
1565915454.533,2.314017,2.331614
1565915471.333,2.327446,2.338795
1565915480.933,2.314035,2.331729
1565915497.733,2.327429,2.338726
1565915508.533,2.314005,2.331654
1565915524.1330001,2.327423,2.338731
1565915534.933,2.314013,2.331719
1565915551.733,2.327423,2.338717
1565915561.333,2.314073,2.33161
1565915578.1330001,2.327419,2.338743
1565915588.933,2.31403,2.331634
1565915604.533,2.327397,2.338703
1565915615.333,2.314024,2.331596
1565915632.1330001,2.327395,2.338769
1565915641.733,2.314015,2.331627
1565915658.533,2.327413,2.338698
1565915669.333,2.314036,2.331676
1565915684.933,2.327414,2.338708
1565915695.733,2.314033,2.331737
1565915711.333,2.327399,2.338691
1565915722.1330001,2.314,2.331666
1565915738.933,2.327399,2.338745
1565915749.733,2.314016,2.33168
1565915765.333,2.327429,2.338646
1565915776.1330001,2.31404,2.331678
1565915791.733,2.327432,2.338746
1565915802.533,2.314027,2.331654
1565915819.333,2.327421,2.338763
1565915828.933,2.314034,2.331544
1565915845.733,2.327414,2.33868
1565915856.533,2.314011,2.33169
1565915872.1330001,2.327438,2.338721
1565915882.933,2.314039,2.331694
1565915899.733,2.32744,2.338722
1565915909.333,2.314039,2.331562
1565915926.1330001,2.327422,2.338752
1565915936.933,2.313998,2.331594
1565915952.533,2.327417,2.338691
1565915963.333,2.314015,2.331693
1565915980.1330001,2.327409,2.338693
1565915989.733,2.314067,2.33158
1565916006.533,2.327427,2.338755
1565916017.333,2.31404,2.331568
1565916032.933,2.32742,2.338705
1565916043.733,2.314009,2.331711
1565916059.333,2.327419,2.338726
1565916070.1330001,2.314001,2.331598
1565916086.933,2.327412,2.338717
1565916097.733,2.314039,2.331604
1565916113.333,2.327425,2.33867
1565916124.1330001,2.314022,2.331578
1565916139.733,2.327401,2.338706
1565916150.533,2.314035,2.33169
1565916167.333,2.327439,2.338736
1565916178.1330001,2.314018,2.331716
1565916193.733,2.327434,2.338759
1565916204.533,2.314037,2.331706
1565916220.1330001,2.327436,2.338738
1565916230.933,2.314036,2.331694
1565916247.733,2.327438,2.338709
1565916257.333,2.314055,2.33164
1565916274.1330001,2.327441,2.338705
1565916284.933,2.314016,2.331646
1565916300.533,2.327409,2.338748
1565916311.333,2.314024,2.331652
1565916328.1330001,2.327423,2.33872
1565916337.733,2.314001,2.331641
1565916354.533,2.327411,2.338715
1565916365.333,2.314028,2.331664
1565916380.933,2.327409,2.338698
1565916391.733,2.314034,2.331657
1565916407.333,2.327404,2.338755
1565916418.1330001,2.314081,2.331646
1565916434.933,2.32742,2.338724
1565916445.733,2.314034,2.331637
1565916461.333,2.327426,2.338723
1565916472.1330001,2.314005,2.331614
1565916487.733,2.327436,2.33874
1565916498.533,2.31404,2.331654
1565916515.333,2.327434,2.338684
1565916526.1330001,2.314025,2.331658
1565916541.733,2.327429,2.338726
1565916552.533,2.314043,2.33158
1565916568.1330001,2.327441,2.338705
1565916578.933,2.314009,2.331558
1565916595.733,2.327423,2.338711
1565916605.333,2.314038,2.331623
1565916622.1330001,2.327422,2.338684
1565916632.933,2.314049,2.33157
1565916648.533,2.327406,2.33869
1565916659.333,2.314032,2.331576
1565916676.1330001,2.327425,2.338696
1565916685.733,2.314045,2.331736
1565916702.533,2.327389,2.338702
1565916713.333,2.314021,2.331588
1565916728.933,2.32742,2.338708
1565916739.733,2.314005,2.331727
1565916756.533,2.327407,2.338728
1565916766.1330001,2.314028,2.3316
1565916782.933,2.327414,2.33872
1565916793.733,2.313984,2.331591
1565916809.333,2.327421,2.338767
1565916820.1330001,2.314048,2.331458
1565916835.733,2.327418,2.338712
1565916846.533,2.314013,2.331609
1565916863.333,2.327425,2.338733
1565916874.1330001,2.313982,2.331624
1565916889.733,2.327415,2.338744
1565916900.533,2.314031,2.33163
1565916916.1330001,2.327432,2.338728
1565916926.933,2.314013,2.331513
1565916943.733,2.327448,2.3387
1565916954.533,2.314007,2.33168
1565916970.1330001,2.327437,2.338753
1565916980.933,2.313992,2.331703
1565916996.533,2.327415,2.338727
1565917007.333,2.314024,2.331654
1565917024.1330001,2.327401,2.338739
1565917033.733,2.314026,2.331694
1565917050.533,2.327424,2.338722
1565917061.333,2.314009,2.331693
1565917076.933,2.327426,2.338692
1565917087.733,2.314031,2.331618
1565917104.533,2.327416,2.33874
1565917114.1330001,2.31402,2.331678
1565917130.933,2.32742,2.338747
1565917141.733,2.314028,2.331647
1565917157.333,2.327425,2.338766
1565917168.1330001,2.314027,2.331551
1565917183.733,2.327416,2.33872
1565917194.533,2.314015,2.331617
1565917211.333,2.327418,2.33869
1565917222.1330001,2.313996,2.331548
1565917237.733,2.327426,2.338732
1565917248.533,2.314022,2.331697
1565917264.1330001,2.327434,2.338668
1565917274.933,2.314027,2.331642
1565917291.733,2.327461,2.338715
1565917302.533,2.314005,2.331672
1565917318.1330001,2.327399,2.338686
1565917328.933,2.314032,2.331614
1565917344.533,2.32741,2.338692
1565917355.333,2.31404,2.331654
1565917372.1330001,2.327428,2.338759
1565917381.733,2.314029,2.331584
1565917398.533,2.32742,2.338704
1565917409.333,2.314045,2.33159
1565917424.933,2.327397,2.33871
1565917435.733,2.314017,2.331731
1565917452.533,2.327411,2.338748
1565917462.1330001,2.314038,2.331603
1565917478.933,2.327417,2.338722
1565917489.733,2.314029,2.331703
1565917505.333,2.327432,2.338728
1565917516.1330001,2.313999,2.33146
1565917532.933,2.327417,2.338711
1565917542.533,2.314024,2.33162
1565917559.333,2.327415,2.33874
1565917570.1330001,2.314013,2.331652
1565917585.733,2.327438,2.338737
1565917596.533,2.314015,2.331647
1565917612.1330001,2.327447,2.338745
1565917622.933,2.31402,2.331638
1565917639.733,2.327436,2.338717
1565917650.533,2.314018,2.331626
1565917666.1330001,2.327421,2.33871
1565917676.933,2.314049,2.33165
1565917692.533,2.327406,2.338724
1565917703.333,2.314025,2.331656
1565917720.1330001,2.327405,2.338622
1565917730.933,2.314042,2.331571
1565917746.533,2.327397,2.338723
1565917757.333,2.313997,2.331634
1565917772.933,2.327425,2.338754
1565917783.733,2.314003,2.331655
1565917800.533,2.327414,2.338692
1565917810.1330001,2.313993,2.33168
1565917826.933,2.327392,2.338744
1565917837.733,2.314049,2.331647
1565917853.333,2.327414,2.338765
1565917864.1330001,2.314018,2.331687
1565917880.933,2.327437,2.338658
1565917890.533,2.314024,2.331678
1565917907.333,2.327419,2.338761
1565917918.1330001,2.31403,2.331667
1565917933.733,2.327435,2.338731
1565917944.533,2.313993,2.331636
1565917960.1330001,2.327443,2.338676
1565917970.933,2.314014,2.331627
1565917987.733,2.327436,2.338708
1565917998.533,2.314018,2.331747
1565918014.1330001,2.327405,2.338716
1565918024.933,2.314003,2.331575
1565918040.533,2.327393,2.338694
1565918051.333,2.314005,2.331581
1565918068.1330001,2.327411,2.33874
1565918078.933,2.314005,2.331587
1565918094.533,2.327399,2.338693
1565918105.333,2.31402,2.331742
1565918120.933,2.327431,2.3387
1565918131.733,2.314007,2.331675
1565918148.533,2.327421,2.33875
1565918158.1330001,2.314006,2.331605
1565918174.933,2.327428,2.338682
1565918185.733,2.31398,2.331594
1565918201.333,2.327415,2.338722
1565918212.1330001,2.314003,2.331617
1565918228.933,2.327439,2.338806
1565918238.533,2.314009,2.33162
1565918255.333,2.327422,2.338722
1565918266.1330001,2.313995,2.331617
1565918281.733,2.327432,2.338689
1565918292.533,2.314008,2.331599
1565918309.333,2.327432,2.338747
1565918318.933,2.314021,2.331641
1565918335.733,2.327432,2.338716
1565918346.533,2.314022,2.331621
1565918362.1330001,2.3274,2.338715
1565918372.933,2.314026,2.331652
1565918388.533,2.327405,2.338744
1565918399.333,2.314015,2.331659
1565918416.1330001,2.327408,2.338624
1565918426.933,2.313976,2.331647
1565918442.533,2.32741,2.338782
1565918453.333,2.314006,2.331634
1565918468.933,2.327419,2.338767
1565918479.733,2.31401,2.331617
1565918496.533,2.32744,2.338642
1565918506.1330001,2.314016,2.331606
1565918522.933,2.327412,2.338748
1565918533.733,2.314003,2.331535
1565918549.333,2.327424,2.338659
1565918560.1330001,2.314029,2.331695
1565918576.933,2.32743,2.33866
1565918586.533,2.313975,2.331702
1565918603.333,2.327431,2.338758
1565918614.1330001,2.314023,2.331708
1565918629.733,2.327432,2.338672
1565918640.533,2.314028,2.331653
1565918657.333,2.327417,2.338677
1565918666.933,2.314026,2.33164
1565918683.733,2.327433,2.338685
1565918694.533,2.314016,2.331635
1565918710.1330001,2.32742,2.338752
1565918720.933,2.314003,2.331721
1565918736.533,2.327411,2.338669
1565918747.333,2.314026,2.331629
1565918764.1330001,2.327411,2.338745
1565918774.933,2.314025,2.331589
1565918790.533,2.327404,2.338713
1565918801.333,2.314022,2.331662
1565918816.933,2.327417,2.338714
1565918827.733,2.314024,2.331568
1565918844.533,2.327409,2.338721
1565918855.333,2.314015,2.331651
1565918870.933,2.327417,2.338726
1565918881.733,2.314031,2.331582
1565918897.333,2.327418,2.338742
1565918908.1330001,2.314054,2.331766
1565918924.933,2.327429,2.338717
1565918934.533,2.314028,2.331598
1565918951.333,2.327423,2.338697
1565918962.1330001,2.314034,2.331764
1565918977.733,2.327441,2.33875
1565918988.533,2.31403,2.331607
1565919005.333,2.327412,2.338736
1565919014.933,2.313992,2.33163
1565919031.733,2.327426,2.338735
1565919042.533,2.314046,2.331649
1565919058.1330001,2.327418,2.338768
1565919068.933,2.314024,2.331683
1565919084.533,2.327415,2.338753
1565919095.333,2.314037,2.331585
1565919112.1330001,2.327395,2.338685
1565919122.933,2.314019,2.331601
1565919138.533,2.32742,2.33878
1565919149.333,2.314013,2.331756
1565919164.933,2.327426,2.338718
1565919175.733,2.314049,2.331679
1565919192.533,2.327405,2.338734
1565919203.333,2.314042,2.331685
1565919218.933,2.327421,2.338708
1565919229.733,2.314003,2.331605
1565919245.333,2.327398,2.338656
1565919256.1330001,2.314044,2.331695
1565919272.933,2.32743,2.338662
1565919282.533,2.314004,2.331627
1565919299.333,2.327426,2.338729
1565919310.1330001,2.314013,2.331605
1565919325.733,2.327446,2.338751
1565919336.533,2.314032,2.331715
1565919353.333,2.327436,2.338681
1565919362.933,2.314028,2.331634
1565919379.733,2.327403,2.338678
1565919390.533,2.314014,2.331573
1565919406.1330001,2.327406,2.338692
1565919416.933,2.314007,2.331578
1565919433.733,2.327412,2.338699
1565919443.333,2.314015,2.331585
1565919460.1330001,2.327415,2.338704
1565919470.933,2.314024,2.331591
1565919486.533,2.32741,2.338729
1565919497.333,2.314049,2.331655
1565919512.933,2.327419,2.338729
1565919523.733,2.313998,2.331576
1565919540.533,2.32743,2.338661
1565919551.333,2.314015,2.331622
1565919566.933,2.327403,2.338685
1565919577.733,2.314074,2.331667
1565919593.333,2.327419,2.338734
1565919604.1330001,2.314028,2.331744
1565919620.933,2.32742,2.338696
1565919631.733,2.314032,2.331622
1565919647.333,2.327423,2.338702
1565919658.1330001,2.314046,2.331753
1565919673.733,2.327439,2.338737
1565919684.533,2.313989,2.331621
1565919701.333,2.327435,2.338698
1565919710.933,2.313997,2.331578
1565919727.733,2.327398,2.338727
1565919738.533,2.314035,2.331651
1565919754.1330001,2.327413,2.33874
1565919764.933,2.314041,2.331634
1565919781.733,2.327413,2.338721
1565919791.333,2.31403,2.331798
1565919808.1330001,2.327402,2.338703
1565919818.933,2.314018,2.331613
1565919834.533,2.327417,2.338736
1565919845.333,2.314026,2.331705
1565919860.933,2.327408,2.338718
1565919871.733,2.314037,2.331572
1565919888.533,2.32741,2.33876
1565919899.333,2.314039,2.331639
1565919914.933,2.327431,2.338652
1565919925.733,2.314032,2.331686
1565919941.333,2.327432,2.338733
1565919952.1330001,2.314041,2.33161
1565919968.933,2.327429,2.338745
1565919979.733,2.314014,2.331681
1565919995.333,2.327441,2.338721
1565920006.1330001,2.314023,2.331667
1565920021.733,2.32744,2.338708
1565920032.533,2.314031,2.331675
1565920049.333,2.327427,2.338682
1565920058.933,2.314003,2.331701
1565920075.733,2.327409,2.338689
1565920086.533,2.31404,2.331705
1565920102.1330001,2.327412,2.338742
1565920112.933,2.314034,2.33157
1565920129.733,2.327406,2.338701
1565920139.333,2.314043,2.33174
1565920156.1330001,2.327421,2.338702
1565920166.933,2.314022,2.331593
1565920182.533,2.327394,2.338682
1565920193.333,2.314013,2.331599
1565920210.1330001,2.327417,2.338715
1565920219.733,2.314014,2.331754
1565920236.533,2.327422,2.338754
1565920247.333,2.314016,2.331596
1565920262.933,2.327438,2.338701
1565920273.733,2.314032,2.331617
1565920289.333,2.327431,2.338751
1565920300.1330001,2.314002,2.331656
1565920316.933,2.327437,2.338682
1565920327.733,2.314013,2.331536
1565920343.333,2.327423,2.338741
1565920354.1330001,2.314014,2.331631
1565920369.733,2.327439,2.338701
1565920380.533,2.314028,2.331681
1565920397.333,2.327439,2.338757
1565920408.1330001,2.314004,2.331603
1565920423.733,2.32741,2.338754
1565920434.533,2.314037,2.331653
1565920450.1330001,2.327423,2.338761
1565920460.933,2.314023,2.331659
1565920477.733,2.327412,2.338756
1565920487.333,2.314035,2.331665
1565920504.1330001,2.327415,2.338711
1565920514.933,2.314019,2.331671
1565920530.533,2.327411,2.338704
1565920541.333,2.314004,2.331673
1565920558.1330001,2.327416,2.338784
1565920567.733,2.314039,2.331605
1565920584.533,2.32742,2.338747
1565920595.333,2.314032,2.331576
1565920610.933,2.327423,2.33872
1565920621.733,2.314001,2.331685
1565920637.333,2.327415,2.338751
1565920648.1330001,2.314023,2.331621
1565920664.933,2.327444,2.338738
1565920675.733,2.314033,2.331603
1565920691.333,2.327438,2.338673
1565920702.1330001,2.314028,2.331406
1565920717.733,2.327441,2.338722
1565920728.533,2.314026,2.331565
1565920745.333,2.327441,2.338668
1565920756.1330001,2.314025,2.331665
1565920771.733,2.327398,2.338691
1565920782.533,2.314047,2.33161
1565920798.1330001,2.32742,2.338751
1565920808.933,2.314031,2.331583
1565920825.733,2.327417,2.338663
1565920835.333,2.314035,2.331698
1565920852.1330001,2.327407,2.338709
1565920862.933,2.314009,2.331735
1565920878.533,2.327422,2.338715
1565920889.333,2.314019,2.331595
1565920906.1330001,2.327422,2.338721
1565920915.733,2.314027,2.331598
1565920932.533,2.327439,2.338686
1565920943.333,2.314026,2.331738
1565920958.933,2.327423,2.338733
1565920969.733,2.314029,2.331619
1565920986.533,2.327433,2.338709
1565920996.1330001,2.31402,2.331625
1565921012.933,2.327432,2.338712
1565921023.733,2.314019,2.331726
1565921039.333,2.327439,2.338743
1565921050.1330001,2.314056,2.331708
1565921065.733,2.327435,2.338729
1565921076.533,2.314029,2.331707
1565921093.333,2.327405,2.338712
1565921104.1330001,2.314039,2.331619
1565921119.733,2.327422,2.338753
1565921130.533,2.31403,2.331655
1565921146.1330001,2.32742,2.33875
1565921156.933,2.31404,2.331593
1565921173.733,2.327418,2.338689
1565921183.333,2.31404,2.331596
1565921200.1330001,2.327415,2.338787
1565921210.933,2.314039,2.331636
1565921226.533,2.327407,2.338706
1565921237.333,2.314039,2.33163
1565921254.1330001,2.327433,2.338645
1565921263.733,2.314021,2.331692
1565921280.533,2.327421,2.338755
1565921291.333,2.314052,2.331642
1565921306.933,2.327431,2.338716
1565921317.733,2.314031,2.331697
1565921334.533,2.32743,2.338716
1565921344.1330001,2.314033,2.33163
1565921360.933,2.327422,2.338711
1565921371.733,2.314025,2.331555
1565921387.333,2.327429,2.338711
1565921398.1330001,2.31403,2.331705
1565921413.733,2.327435,2.338741
1565921424.533,2.314043,2.331567
1565921441.333,2.3274,2.338724
1565921452.1330001,2.31402,2.331573
1565921467.733,2.327417,2.338698
1565921478.533,2.314034,2.331723
1565921494.1330001,2.327406,2.338692
1565921504.933,2.314043,2.331675
1565921521.733,2.327417,2.338694
1565921532.533,2.314031,2.331638
1565921548.1330001,2.32741,2.338732
1565921558.933,2.31401,2.33164
1565921574.533,2.327422,2.338717
1565921585.333,2.314048,2.33174
1565921602.1330001,2.327414,2.338712
1565921611.733,2.314055,2.331609
